pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.1128051000123378,None,0,0,0,0,,,,,0.03355520000332035,,0.02102559999912046,0.03355520000332035,1.0012530999956653,1.0012530999956653,1.0012530999956653,1.0012530999956653,1.0345797000045422,1.5013870999973733,1.5013870999973733,2.6202803000051063,x,1,1.1128051000123378,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
150,v,1,1,0,v,1,0.8123156999936327,None,0,1,1,1,,,,,2.634086100006243,,2.6206103999866173,2.634086100006243,3.634425600001123,3.634425600001123,3.634425600001123,3.634425600001123,3.634425600001123,4.1338443999993615,4.1338443999993615,4.950534800009336,v,1,0.8123156999936327,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
50,c,2,2,0,c,1,0.8849666999885812,None,0,2,2,2,,,,,4.96702730000834,,4.950808599998709,4.96702730000834,5.951513100008015,5.951513100008015,5.951513100008015,5.951513100008015,5.968804700009059,6.4520348999940325,6.4520348999940325,7.350304799998412,c,1,0.8849666999885812,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
-150,z,3,3,0,z,1,0.4992682999873068,None,0,3,3,3,,,,,7.367333200003486,,7.3505144999944605,7.367333200003486,8.351961999986088,8.351961999986088,8.351961999986088,8.351961999986088,8.36891660001129,8.851370099990163,8.851370099990163,9.35184489999665,z,1,0.4992682999873068,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
-50,x,4,0,1,x,1,0.42851140000857413,None,1,0,4,0,,,,,9.368092699995032,,9.352493099984713,9.368092699995032,10.351978599996073,10.351978599996073,10.351978599996073,10.351978599996073,10.368619399989257,10.853117199992994,10.853117199992994,11.284789800003637,x,1,0.42851140000857413,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
150,v,5,1,1,v,1,0.39695470000151545,None,1,1,5,1,,,,,11.300758800003678,,11.285221900005126,11.300758800003678,12.284986399987247,12.284986399987247,12.284986399987247,12.284986399987247,12.30193600000348,12.784790200006682,12.784790200006682,13.186419800011208,v,1,0.39695470000151545,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
50,c,6,2,1,c,1,0.763003200001549,None,1,2,6,2,,,,,13.20083240000531,,13.186967599991476,13.20083240000531,14.201552699989406,14.201552699989406,14.201552699989406,14.201552699989406,14.201552699989406,14.701697999989847,14.701697999989847,15.469272699992871,c,1,0.763003200001549,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
-150,z,7,3,1,z,1,0.5383924999914598,None,1,3,7,3,,,,,15.484330300008878,,15.469938499998534,15.484330300008878,16.485417499992764,16.485417499992764,16.485417499992764,16.485417499992764,16.485417499992764,16.968587499985006,16.968587499985006,17.518311799998628,z,1,0.5383924999914598,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
-50,x,8,0,2,x,1,0.6689941999793518,None,2,0,8,0,,,,,17.534337599994615,,17.518749400012894,17.534337599994615,18.518181299994467,18.518181299994467,18.518181299994467,18.518181299994467,18.535101199988276,19.01896710001165,19.01896710001165,19.70242019998841,x,1,0.6689941999793518,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
150,v,9,1,2,v,1,0.5288542000052985,None,2,1,9,1,,,,,19.71769459999632,,19.70300720000523,19.71769459999632,20.701858799991896,20.701858799991896,20.701858799991896,20.701858799991896,20.718491400009952,21.202516799996374,21.202516799996374,21.7361196000129,v,1,0.5288542000052985,None,,,,,003,001,2025-09-18_21h56.44.917,Motor Sequence Learning,,2025.1.1,59.655691212536524,2025-09-18 21h56.52.669027 +0530,
