pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-150,z,13,13,4,z,1,0.421845,None,,,,,4,13,13,3,408.0686318,,408.0528552,408.0686318,409.0686448,409.0686448,409.0686448,409.0686448,409.0686448,409.5518256,409.5518256,409.9853633,,,,,z,1,0.421845,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,14,14,4,c,1,0.5256474,None,,,,,4,14,14,2,410.0019689,,409.9857866,410.0019689,410.9861266,410.9861266,410.9861266,410.9861266,411.0023764,411.5006119,411.5006119,412.0363664,,,,,c,1,0.5256474,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,15,15,5,x,1,0.3950655,None,,,,,5,15,15,0,412.051487,,412.0368758,412.051487,413.0507033,413.0507033,413.0507033,413.0507033,413.0507033,413.5516512,413.5516512,413.953284,,,,,x,1,0.3950655,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,16,16,0,v,1,0.3322304,None,,,,,0,16,16,1,413.9688059,,413.9538901,413.9688059,414.9685097,414.9685097,414.9685097,414.9685097,414.9685097,415.4686308,415.4686308,415.8034615,,,,,v,1,0.3322304,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,17,17,5,c,1,0.3646791,None,,,,,5,17,17,2,415.8189724,,415.803908,415.8189724,416.8195053,416.8195053,416.8195053,416.8195053,416.8195053,417.3023437,417.3023437,417.6688495,,,,,c,1,0.3646791,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,18,18,6,c,1,0.47336,None,,,,,6,18,18,2,417.6852505,,417.6693025,417.6852505,418.6693946,418.6693946,418.6693946,418.6693946,418.6867945,419.1680884,419.1680884,419.654182,,,,,c,1,0.47336,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,19,19,6,z,0,0.3262223,None,,,,,6,19,19,0,419.6690963,,419.6548709,419.6690963,420.6692263,420.6692263,420.6692263,420.6692263,420.6692263,421.168072,421.168072,421.5018996,,,,,z,0,0.3262223,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,20,20,7,x,1,0.391147,None,,,,,7,20,20,0,421.5176405,,421.5023159,421.5176405,422.5022059,422.5022059,422.5022059,422.5022059,422.5196639,423.001367,423.001367,423.403235,,,,,x,1,0.391147,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,21,21,8,x,1,0.61177,None,,,,,8,21,21,0,423.4197932,,423.4039138,423.4197932,424.4184411,424.4184411,424.4184411,424.4184411,424.4356447,424.9019913,424.9019913,425.5188061,,,,,x,1,0.61177,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,22,22,1,v,1,0.4411727,None,,,,,1,22,22,1,425.5362141,,425.519309,425.5362141,426.5188996,426.5188996,426.5188996,426.5188996,426.5358366,427.0191928,427.0191928,427.4699807,,,,,v,1,0.4411727,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,23,23,2,v,1,0.4295283,None,,,,,2,23,23,1,427.4856766,,427.470527,427.4856766,428.4697516,428.4697516,428.4697516,428.4697516,428.485703,428.9692542,428.9692542,429.4033205,,,,,v,1,0.4295283,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,24,24,3,v,1,0.3845027,None,,,,,3,24,24,1,429.4194594,,429.4041168,429.4194594,430.4182092,430.4182092,430.4182092,430.4182092,430.4346863,430.9194717,430.9194717,431.3204195,,,,,v,1,0.3845027,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,25,25,7,c,1,0.3078884,None,,,,,7,25,25,2,431.3358476,,431.3209206,431.3358476,432.3352615,432.3352615,432.3352615,432.3352615,432.3352615,432.8368732,432.8368732,433.152885,,,,,c,1,0.3078884,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,26,26,8,c,1,0.4053738,None,,,,,8,26,26,2,433.1686804,,433.1533881,433.1686804,434.1518979,434.1518979,434.1518979,434.1518979,434.1690764,434.652312,434.652312,435.0697137,,,,,c,1,0.4053738,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,27,27,9,c,1,0.2692467,None,,,,,9,27,27,2,435.0852452,,435.0704138,435.0852452,436.0842359,436.0842359,436.0842359,436.0842359,436.0842359,436.5850523,436.5850523,436.8693647,,,,,c,1,0.2692467,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,28,28,9,z,0,0.3781521,None,,,,,9,28,28,0,436.8851797,,436.8698887,436.8851797,437.8693051,437.8693051,437.8693051,437.8693051,437.8855377,438.3688571,438.3688571,438.7533179,,,,,z,0,0.3781521,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,29,29,10,c,1,0.4032753,None,,,,,10,29,29,2,438.7681219,,438.753869,438.7681219,439.7678031,439.7678031,439.7678031,439.7678031,439.7678031,440.2673463,440.2673463,440.6862807,,,,,c,1,0.4032753,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,30,30,11,c,1,0.3950136,None,,,,,11,30,30,2,440.7019711,,440.6868373,440.7019711,441.7012539,441.7012539,441.7012539,441.7012539,441.7012539,442.2013172,442.2013172,442.6026239,,,,,c,1,0.3950136,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,31,31,12,c,1,0.4299753,None,,,,,12,31,31,2,442.6188466,,442.6032356,442.6188466,443.6022212,443.6022212,443.6022212,443.6022212,443.6182509,444.1177804,444.1177804,444.5517342,,,,,c,1,0.4299753,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,32,32,5,z,1,0.534049,None,,,,,5,32,32,3,444.5675659,,444.5522124,444.5675659,445.5520807,445.5520807,445.5520807,445.5520807,445.5687034,446.0527151,446.0527151,446.6021418,,,,,z,1,0.534049,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,33,33,13,c,1,0.2490252,None,,,,,13,33,33,2,446.6180124,,446.6026797,446.6180124,447.6016329,447.6016329,447.6016329,447.6016329,447.6185842,448.1016533,448.1016533,448.3535877,,,,,c,1,0.2490252,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,34,34,4,v,1,0.4825378,None,,,,,4,34,34,1,448.3681704,,448.3540739,448.3681704,449.3682438,449.3682438,449.3682438,449.3682438,449.3682438,449.8687184,449.8687184,450.3523654,,,,,v,1,0.4825378,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,35,35,14,c,1,0.5590346,None,,,,,14,35,35,2,450.3681075,,450.3531041,450.3681075,451.3519005,451.3519005,451.3519005,451.3519005,451.3693785,451.8515188,451.8515188,452.4177183,,,,,c,1,0.5590346,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,36,36,15,c,1,0.3508347,None,,,,,15,36,36,2,452.434321,,452.4184593,452.434321,453.4196305,453.4196305,453.4196305,453.4196305,453.4360661,453.9185475,453.9185475,454.2858968,,,,,c,1,0.3508347,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,37,37,6,z,1,0.5093204,None,,,,,6,37,37,3,454.3020909,,454.2864564,454.3020909,455.2867033,455.2867033,455.2867033,455.2867033,455.3027004,455.7850874,455.7850874,456.3024111,,,,,z,1,0.5093204,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,38,38,5,v,1,0.4620486,None,,,,,5,38,38,1,456.3181495,,456.3030867,456.3181495,457.3174108,457.3174108,457.3174108,457.3174108,457.3174108,457.8008682,457.8008682,458.2687034,,,,,v,1,0.4620486,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,39,39,16,c,1,0.4263396,None,,,,,16,39,39,2,458.2846736,,458.269191,458.2846736,459.2853882,459.2853882,459.2853882,459.2853882,459.2853882,459.7678754,459.7678754,460.2022694,,,,,c,1,0.4263396,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,40,40,6,v,1,0.3318685,None,,,,,6,40,40,1,460.2180798,,460.2027626,460.2180798,461.2025441,461.2025441,461.2025441,461.2025441,461.2176716,461.7023556,461.7023556,462.036002,,,,,v,1,0.3318685,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,41,41,17,c,1,0.4220339,None,,,,,17,41,41,2,462.0511982,,462.0364668,462.0511982,463.0348813,463.0348813,463.0348813,463.0348813,463.0525955,463.5509138,463.5509138,463.9864507,,,,,c,1,0.4220339,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,42,42,7,z,1,0.4237651,None,,,,,7,42,42,3,464.0023735,,463.987,464.0023735,465.0009152,465.0009152,465.0009152,465.0009152,465.0009152,465.5010029,465.5010029,465.9365558,,,,,z,1,0.4237651,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,43,43,18,c,1,1.0713151,None,,,,,18,43,43,2,465.9520678,,465.9371797,465.9520678,466.9516762,466.9516762,466.9516762,466.9516762,466.9516762,467.4507716,467.4507716,468.5362149,,,,,c,1,1.0713151,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,44,44,7,v,1,0.3455171,None,,,,,7,44,44,1,468.5515268,,468.5368008,468.5515268,469.5506246,469.5506246,469.5506246,469.5506246,469.5672127,470.0504869,470.0504869,470.4011673,,,,,v,1,0.3455171,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,45,45,8,z,1,0.4484718,None,,,,,8,45,45,3,470.4169066,,470.4015041,470.4169066,471.4000505,471.4000505,471.4000505,471.4000505,471.4170156,471.9167419,471.9167419,472.3668201,,,,,z,1,0.4484718,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,46,46,10,x,1,0.3537086,None,,,,,10,46,46,0,472.3829481,,472.3671169,472.3829481,473.3667404,473.3667404,473.3667404,473.3667404,473.3833511,473.866315,473.866315,474.2336558,,,,,x,1,0.3537086,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,47,47,8,v,1,0.344987,None,,,,,8,47,47,1,474.2498454,,474.2339632,474.2498454,475.2330331,475.2330331,475.2330331,475.2330331,475.2497593,475.7329332,475.7329332,476.083543,,,,,v,1,0.344987,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,48,48,19,c,1,0.3793374,None,,,,,19,48,48,2,476.0997481,,476.0837538,476.0997481,477.0832555,477.0832555,477.0832555,477.0832555,477.0996439,477.5831761,477.5831761,477.966345,,,,,c,1,0.3793374,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,49,49,9,x,0,0.2681097,None,,,,,9,49,49,3,477.9830166,,477.9665558,477.9830166,478.9666961,478.9666961,478.9666961,478.9666961,478.9834797,479.4662775,479.4662775,479.7498876,,,,,x,0,0.2681097,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,50,50,20,c,1,0.4987724,None,,,,,20,50,50,2,479.7664453,,479.7501089,479.7664453,480.7497053,480.7497053,480.7497053,480.7497053,480.7666995,481.2663789,481.2663789,481.7667112,,,,,c,1,0.4987724,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,51,51,9,v,1,0.8263293,None,,,,,9,51,51,1,481.7829162,,481.7669957,481.7829162,482.7662176,482.7662176,482.7662176,482.7662176,482.7828681,483.2664394,483.2664394,484.0999012,,,,,v,1,0.8263293,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,52,52,10,v,1,0.3382506,None,,,,,10,52,52,1,484.1166528,,484.1001514,484.1166528,485.0996301,485.0996301,485.0996301,485.0996301,485.1162403,485.5996028,485.5996028,485.9500587,,,,,v,1,0.3382506,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,53,53,10,z,1,0.7626885,None,,,,,10,53,53,3,485.966418,,485.9503393,485.966418,486.9496076,486.9496076,486.9496076,486.9496076,486.9661836,487.4495092,487.4495092,488.2162663,,,,,z,1,0.7626885,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,54,54,21,c,1,0.4475825,None,,,,,21,54,54,2,488.2329584,,488.2167186,488.2329584,489.2311211,489.2311211,489.2311211,489.2311211,489.2479642,489.7162501,489.7162501,490.1664666,,,,,c,1,0.4475825,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,55,55,11,x,1,0.5626336,None,,,,,11,55,55,0,490.1828145,,490.1666791,490.1828145,491.1662228,491.1662228,491.1662228,491.1662228,491.183684,491.6668166,491.6668166,492.2337019,,,,,x,1,0.5626336,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,56,56,11,z,1,0.5229787,None,,,,,11,56,56,3,492.250153,,492.2340437,492.250153,493.2319197,493.2319197,493.2319197,493.2319197,493.2657682,493.733661,493.733661,494.2672613,,,,,z,1,0.5229787,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,57,57,12,z,1,0.6273917,None,,,,,12,57,57,3,494.2833495,,494.2675564,494.2833495,495.2668765,495.2668765,495.2668765,495.2668765,495.2831042,495.7666243,495.7666243,496.4005423,,,,,z,1,0.6273917,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,58,58,11,v,1,0.3788301,None,,,,,11,58,58,1,496.4161464,,496.4010723,496.4161464,497.4161977,497.4161977,497.4161977,497.4161977,497.4161977,497.9158702,497.9158702,498.2999209,,,,,v,1,0.3788301,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,59,59,12,x,1,0.5207183,None,,,,,12,59,59,0,498.3159841,,498.300257,498.3159841,499.299525,499.299525,499.299525,499.299525,499.3164283,499.799439,499.799439,500.3329984,,,,,x,1,0.5207183,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,60,60,12,v,1,0.4763039,None,,,,,12,60,60,1,500.3492727,,500.3332524,500.3492727,501.3324952,501.3324952,501.3324952,501.3324952,501.3494133,501.8325744,501.8325744,502.3160683,,,,,v,1,0.4763039,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,61,61,22,c,1,0.2815574,None,,,,,22,61,61,2,502.3325121,,502.3162911,502.3325121,503.3162271,503.3162271,503.3162271,503.3162271,503.3327607,503.8159103,503.8159103,504.1000559,,,,,c,1,0.2815574,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,62,62,13,z,1,0.4281969,None,,,,,13,62,62,3,504.1161357,,504.1004043,504.1161357,505.0993065,505.0993065,505.0993065,505.0993065,505.1160704,505.5991647,505.5991647,506.0326723,,,,,z,1,0.4281969,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,63,63,13,v,1,0.7971636,None,,,,,13,63,63,1,506.0491045,,506.0329534,506.0491045,507.056024,507.056024,507.056024,507.056024,507.0672069,507.5317052,507.5317052,536.3330812,,,,,v,1,28.7971636,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,64,64,14,v,1,0.3656607,None,,,,,14,64,64,1,536.3495805,,536.3334886,536.3495805,537.3495057,537.3495057,537.3495057,537.3495057,537.3495057,537.8486332,537.8486332,538.2177677,,,,,v,1,0.3656607,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,65,65,13,x,1,0.4536953,None,,,,,13,65,65,0,538.2330585,,538.2182012,538.2330585,539.2326214,539.2326214,539.2326214,539.2326214,539.2326214,539.7318843,539.7318843,540.2003048,,,,,x,1,0.4536953,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,66,66,14,x,1,0.4352629,None,,,,,14,66,66,0,540.21626,,540.2009122,540.21626,541.2159592,541.2159592,541.2159592,541.2159592,541.2159592,541.699283,541.699283,542.1511225,,,,,x,1,0.4352629,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,67,67,23,c,1,0.48195,None,,,,,23,67,67,2,542.166476,,542.1516054,542.166476,543.1658134,543.1658134,543.1658134,543.1658134,543.1658134,543.6495183,543.6495183,544.1349165,,,,,c,1,0.48195,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,68,68,15,c,0,0.5768078,None,,,,,15,68,68,0,544.1495563,,544.1355301,544.1495563,545.1497602,545.1497602,545.1497602,545.1497602,545.1497602,545.6496528,545.6496528,546.2342848,,,,,c,0,0.5768078,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,69,69,24,c,1,0.3654278,None,,,,,24,69,69,2,546.2495259,,546.2347123,546.2495259,547.233474,547.233474,547.233474,547.233474,547.2503726,547.7336201,547.7336201,548.1010204,,,,,c,1,0.3654278,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,70,70,25,c,1,0.3488451,None,,,,,25,70,70,2,548.1163136,,548.1016728,548.1163136,549.1005691,549.1005691,549.1005691,549.1005691,549.1169218,549.6013767,549.6013767,549.9512922,,,,,c,1,0.3488451,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,71,71,26,c,1,0.7227456,None,,,,,26,71,71,2,549.9665609,,549.9517857,549.9665609,550.9662869,550.9662869,550.9662869,550.9662869,550.9662869,551.4661215,551.4661215,552.199761,,,,,c,1,0.7227456,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,72,72,14,z,1,0.5162323,None,,,,,14,72,72,3,552.2153012,,552.2001624,552.2153012,553.1994375,553.1994375,553.1994375,553.1994375,553.2153989,553.6999966,553.6999966,554.2173625,,,,,z,1,0.5162323,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,73,73,15,z,1,0.3761235,None,,,,,15,73,73,3,554.2326388,,554.2178965,554.2326388,555.2157271,555.2157271,555.2157271,555.2157271,555.2330758,555.7163232,555.7163232,556.1008882,,,,,z,1,0.3761235,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,74,74,16,z,1,0.3699261,None,,,,,16,74,74,3,556.1152743,,556.1013083,556.1152743,557.0992908,557.0992908,557.0992908,557.0992908,557.1158025,557.6160651,557.6160651,557.9986465,,,,,z,1,0.3699261,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,75,75,15,v,1,0.3834027,None,,,,,15,75,75,1,558.0150006,,557.9989042,558.0150006,558.9994416,558.9994416,558.9994416,558.9994416,559.0157612,559.5000866,559.5000866,559.8857101,,,,,v,1,0.3834027,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,76,76,16,x,1,1.1084883,None,,,,,16,76,76,0,559.8988869,,559.8864445,559.8988869,560.9004197,560.9004197,560.9004197,560.9004197,560.9004197,561.3992318,561.3992318,562.5174266,,,,,x,1,1.1084883,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,77,77,17,x,1,0.3914571,None,,,,,17,77,77,0,562.5337187,,562.5181102,562.5337187,563.5158665,563.5158665,563.5158665,563.5158665,563.549895,564.0325765,564.0325765,564.4331948,,,,,x,1,0.3914571,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,78,78,16,v,1,0.3871507,None,,,,,16,78,78,1,564.4485293,,564.4336389,564.4485293,565.4329089,565.4329089,565.4329089,565.4329089,565.4492181,565.9493459,565.9493459,566.3491755,,,,,v,1,0.3871507,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,79,79,18,x,1,0.4269389,None,,,,,18,79,79,0,566.3648311,,566.3496423,566.3648311,567.3492874,567.3492874,567.3492874,567.3492874,567.3662966,567.8491568,567.8491568,568.2827445,,,,,x,1,0.4269389,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,80,80,17,z,1,0.2704017,None,,,,,17,80,80,3,568.2987025,,568.2831202,568.2987025,569.2986809,569.2986809,569.2986809,569.2986809,569.2986809,569.7825593,569.7825593,570.0665472,,,,,z,1,0.2704017,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,81,81,18,z,1,0.3780844,None,,,,,18,81,81,3,570.0820101,,570.0669784,570.0820101,571.0664616,571.0664616,571.0664616,571.0664616,571.0832701,571.5815327,571.5815327,571.9666085,,,,,z,1,0.3780844,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,82,82,27,c,1,0.5479219,None,,,,,27,82,82,2,571.9817446,,571.9670359,571.9817446,572.9657408,572.9657408,572.9657408,572.9657408,572.9827253,573.4812357,573.4812357,574.0327459,,,,,c,1,0.5479219,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,83,83,19,z,1,0.3748319,None,,,,,19,83,83,3,574.048714,,574.0330855,574.048714,575.0320353,575.0320353,575.0320353,575.0320353,575.0486487,575.5318727,575.5318727,575.9165003,,,,,z,1,0.3748319,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,84,84,19,x,1,0.5770896,None,,,,,19,84,84,0,575.9315945,,575.9168842,575.9315945,576.9319022,576.9319022,576.9319022,576.9319022,576.9319022,577.4162431,577.4162431,577.9993861,,,,,x,1,0.5770896,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,85,85,20,z,1,0.3509716,None,,,,,20,85,85,3,578.0149146,,577.9998038,578.0149146,579.000217,579.000217,579.000217,579.000217,579.0158709,579.49997,579.49997,579.8651243,,,,,z,1,0.3509716,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,86,86,17,v,1,0.3809394,None,,,,,17,86,86,1,579.8809967,,579.8654959,579.8809967,580.865618,580.865618,580.865618,580.865618,580.8824825,581.3653095,581.3653095,581.7505293,,,,,v,1,0.3809394,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,87,87,28,c,1,0.2820751,None,,,,,28,87,87,2,581.7653559,,581.7510238,581.7653559,582.7645503,582.7645503,582.7645503,582.7645503,582.781945,583.2651949,583.2651949,583.5484525,,,,,c,1,0.2820751,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
