pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-50,x,88,88,20,z,0,0.2631209,None,,,,,20,88,88,0,583.5651315,,583.5487288,583.5651315,584.5488355,584.5488355,584.5488355,584.5488355,584.5664488,585.0488801,585.0488801,585.3162081,,,,,z,0,0.2631209,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,89,89,21,z,1,0.3121391,None,,,,,21,89,89,3,585.33178,,585.3166332,585.33178,586.3158473,586.3158473,586.3158473,586.3158473,586.3328869,586.8159201,586.8159201,587.1338938,,,,,z,1,0.3121391,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,90,90,22,z,1,0.3883824,None,,,,,22,90,90,3,587.1482585,,587.1343397,587.1482585,588.1495626,588.1495626,588.1495626,588.1495626,588.1495626,588.6491939,588.6491939,589.0489263,,,,,z,1,0.3883824,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,91,91,29,c,1,0.4161803,None,,,,,29,91,91,2,589.0651455,,589.0492571,589.0651455,590.0494952,590.0494952,590.0494952,590.0494952,590.0661729,590.5488222,590.5488222,590.9668588,,,,,c,1,0.4161803,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,92,92,23,z,1,0.5023265,None,,,,,23,92,92,3,590.9813916,,590.9674998,590.9813916,591.9825673,591.9825673,591.9825673,591.9825673,591.9825673,592.4810085,592.4810085,592.9988363,,,,,z,1,0.5023265,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,93,93,24,z,1,0.4201125,None,,,,,24,93,93,3,593.0150558,,592.9991099,593.0150558,593.9977936,593.9977936,593.9977936,593.9977936,594.0144366,594.5144964,594.5144964,594.9497951,,,,,z,1,0.4201125,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,94,94,25,z,1,0.3518599,None,,,,,25,94,94,3,594.9659473,,594.9500014,594.9659473,595.9644444,595.9644444,595.9644444,595.9644444,595.9810318,596.4482882,596.4482882,596.8156977,,,,,z,1,0.3518599,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,95,95,26,z,1,0.3457292,None,,,,,26,95,95,3,596.8330911,,596.8161227,596.8330911,597.8161159,597.8161159,597.8161159,597.8161159,597.8324842,598.3155322,598.3155322,598.6658436,,,,,z,1,0.3457292,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,96,96,30,c,1,0.4115897,None,,,,,30,96,96,2,598.6818433,,598.666255,598.6818433,599.6651541,599.6651541,599.6651541,599.6651541,599.6828111,600.1654486,600.1654486,600.5829596,,,,,c,1,0.4115897,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,97,97,21,x,1,0.3666683,None,,,,,21,97,97,0,600.5980179,,600.5835822,600.5980179,601.5990607,601.5990607,601.5990607,601.5990607,601.5990607,602.0982718,602.0982718,602.467809,,,,,x,1,0.3666683,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,98,98,22,x,1,0.567241,None,,,,,22,98,98,0,602.4843253,,602.4681695,602.4843253,603.4807433,603.4807433,603.4807433,603.4807433,603.497269,603.982376,603.982376,604.5648832,,,,,x,1,0.567241,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,99,99,23,x,1,0.2616632,None,,,,,23,99,99,0,604.5813524,,604.5651923,604.5813524,605.5653273,605.5653273,605.5653273,605.5653273,605.5827415,606.0651781,606.0651781,606.3333803,,,,,x,1,0.2616632,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,100,100,27,z,1,0.3481612,None,,,,,27,100,100,3,606.3476978,,606.3340312,606.3476978,607.349251,607.349251,607.349251,607.349251,607.349251,607.848721,607.848721,608.1981375,,,,,z,1,0.3481612,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,101,101,28,z,1,0.3533574,None,,,,,28,101,101,3,608.2141695,,608.1984485,608.2141695,609.198878,609.198878,609.198878,609.198878,609.2155672,609.6994981,609.6994981,610.0658096,,,,,z,1,0.3533574,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,102,102,31,c,1,0.4750856,None,,,,,31,102,102,2,610.0817083,,610.0661968,610.0817083,611.0650276,611.0650276,611.0650276,611.0650276,611.0814077,611.5808733,611.5808733,612.0658299,,,,,c,1,0.4750856,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,103,103,29,z,1,0.340101,None,,,,,29,103,103,3,612.0816941,,612.0664581,612.0816941,613.0648742,613.0648742,613.0648742,613.0648742,613.0813953,613.5809317,613.5809317,613.9322752,,,,,z,1,0.340101,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,104,104,30,z,1,0.5619972,None,,,,,30,104,104,3,613.947444,,613.9328258,613.947444,614.9314211,614.9314211,614.9314211,614.9314211,614.9485951,615.4319924,615.4319924,615.9992245,,,,,z,1,0.5619972,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,105,105,18,v,1,0.3462294,None,,,,,18,105,105,1,616.0147198,,615.9996808,616.0147198,616.9986402,616.9986402,616.9986402,616.9986402,617.0155275,617.5161818,617.5161818,617.8667343,,,,,v,1,0.3462294,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,106,106,19,v,1,0.5098592,None,,,,,19,106,106,1,617.8813035,,617.8672984,617.8813035,618.8816053,618.8816053,618.8816053,618.8816053,618.8816053,619.3819164,619.3819164,619.8976718,,,,,v,1,0.5098592,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,107,107,20,v,1,0.4014614,None,,,,,20,107,107,1,619.9137025,,619.8980535,619.9137025,620.8979836,620.8979836,620.8979836,620.8979836,620.9146652,621.3991076,621.3991076,621.815376,,,,,v,1,0.4014614,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,108,108,24,x,1,0.3840846,None,,,,,24,108,108,0,621.8320046,,621.8157924,621.8320046,622.8152702,622.8152702,622.8152702,622.8152702,622.8314209,623.3151098,623.3151098,623.7151862,,,,,x,1,0.3840846,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,109,109,25,x,1,0.5490405,None,,,,,25,109,109,0,623.7314509,,623.7154602,623.7314509,624.7151009,624.7151009,624.7151009,624.7151009,624.7315655,625.2150432,625.2150432,625.7660151,,,,,x,1,0.5490405,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,110,110,21,v,1,0.3434362,None,,,,,21,110,110,1,625.7807564,,625.7664812,625.7807564,626.7652943,626.7652943,626.7652943,626.7652943,626.7810535,627.2812928,627.2812928,627.6321141,,,,,v,1,0.3434362,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,111,111,22,v,1,0.4358605,None,,,,,22,111,111,1,627.6474959,,627.632514,627.6474959,628.6319138,628.6319138,628.6319138,628.6319138,628.6485218,629.1310236,629.1310236,629.5826183,,,,,v,1,0.4358605,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,112,112,32,c,1,0.3503252,None,,,,,32,112,112,2,629.5973724,,629.583051,629.5973724,630.598973,630.598973,630.598973,630.598973,630.598973,631.0982836,631.0982836,631.4638892,,,,,c,1,0.3503252,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,113,113,31,z,1,0.3294913,None,,,,,31,113,113,3,631.4803667,,631.4641331,631.4803667,632.4636673,632.4636673,632.4636673,632.4636673,632.4805246,632.9641981,632.9641981,633.2976263,,,,,z,1,0.3294913,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,114,114,23,v,1,0.3384023,None,,,,,23,114,114,1,633.3139532,,633.2979058,633.3139532,634.2977425,634.2977425,634.2977425,634.2977425,634.3145229,634.7970054,634.7970054,635.14769,,,,,v,1,0.3384023,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,115,115,33,c,1,0.5237297,None,,,,,33,115,115,2,635.163525,,635.1479102,635.163525,636.1471763,636.1471763,636.1471763,636.1471763,636.1638296,636.6636516,636.6636516,637.1971922,,,,,c,1,0.5237297,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,116,116,24,v,1,0.4245748,None,,,,,24,116,116,1,637.2140122,,637.1974663,637.2140122,638.2138125,638.2138125,638.2138125,638.2138125,638.2138125,638.6970857,638.6970857,639.1310666,,,,,v,1,0.4245748,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,117,117,34,c,1,0.3380312,None,,,,,34,117,117,2,639.1467604,,639.1313681,639.1467604,640.1304126,640.1304126,640.1304126,640.1304126,640.1470906,640.6303349,640.6303349,640.9808832,,,,,c,1,0.3380312,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,118,118,25,c,0,0.4152092,None,,,,,25,118,118,1,640.9969866,,640.9811906,640.9969866,641.9817321,641.9817321,641.9817321,641.9817321,641.9975263,642.4813574,642.4813574,642.8982553,,,,,c,0,0.4152092,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,119,119,26,v,1,0.3982272,None,,,,,26,119,119,1,642.9141879,,642.8987893,642.9141879,643.8982619,643.8982619,643.8982619,643.8982619,643.9154656,644.398086,644.398086,644.7997419,,,,,v,1,0.3982272,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,120,120,35,c,1,0.4069515,None,,,,,35,120,120,2,644.8147804,,644.8004796,644.8147804,645.8154817,645.8154817,645.8154817,645.8154817,645.8154817,646.3147435,646.3147435,646.7317822,,,,,c,1,0.4069515,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,121,121,36,c,1,0.3665521,None,,,,,36,121,121,2,646.7480576,,646.732311,646.7480576,647.7314526,647.7314526,647.7314526,647.7314526,647.7480068,648.23163,648.23163,648.5990014,,,,,c,1,0.3665521,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,122,122,27,v,1,0.3739001,None,,,,,27,122,122,1,648.6141896,,648.5994575,648.6141896,649.6140533,649.6140533,649.6140533,649.6140533,649.6140533,650.1136575,650.1136575,650.4971384,,,,,v,1,0.3739001,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,123,123,28,v,1,0.4658366,None,,,,,28,123,123,1,650.5136935,,650.4974459,650.5136935,651.4968809,651.4968809,651.4968809,651.4968809,651.5133037,651.9968517,651.9968517,652.4637842,,,,,v,1,0.4658366,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,124,124,26,x,1,0.7123095,None,,,,,26,124,124,0,652.4800983,,652.4640502,652.4800983,653.4633476,653.4633476,653.4633476,653.4633476,653.4805061,653.963692,653.963692,654.6808582,,,,,x,1,0.7123095,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,125,125,27,x,1,0.4082238,None,,,,,27,125,125,0,654.6972881,,654.6810754,654.6972881,655.6802334,655.6802334,655.6802334,655.6802334,655.6966618,656.1799255,656.1799255,656.5991178,,,,,x,1,0.4082238,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,126,126,29,v,1,0.3522166,None,,,,,29,126,126,1,656.6138098,,656.5995731,656.6138098,657.6144638,657.6144638,657.6144638,657.6144638,657.6144638,658.0974467,658.0974467,658.4656608,,,,,v,1,0.3522166,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,127,127,30,v,1,0.4718477,None,,,,,30,127,127,1,658.4806207,,658.4661306,658.4806207,659.4822194,659.4822194,659.4822194,659.4822194,659.4822194,659.9817447,659.9817447,660.4646523,,,,,v,1,0.4718477,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,128,128,31,v,1,0.2825049,None,,,,,31,128,128,1,660.4801738,,660.4651843,660.4801738,661.4642629,661.4642629,661.4642629,661.4642629,661.4816061,661.9638436,661.9638436,662.2492929,,,,,v,1,0.2825049,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,129,129,32,v,1,0.4076352,None,,,,,32,129,129,1,662.2639671,,662.249849,662.2639671,663.264427,663.264427,663.264427,663.264427,663.264427,663.7483074,663.7483074,664.1638333,,,,,v,1,0.4076352,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,130,130,37,c,1,0.3141641,None,,,,,37,130,130,2,664.1799295,,664.1641323,664.1799295,665.1645225,665.1645225,665.1645225,665.1645225,665.1807436,665.665199,665.665199,665.9826975,,,,,c,1,0.3141641,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,131,131,28,x,1,0.5039363,None,,,,,28,131,131,0,665.9972035,,665.9831515,665.9972035,666.9805956,666.9805956,666.9805956,666.9805956,666.9975161,667.4976912,667.4976912,668.0148695,,,,,x,1,0.5039363,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,132,132,29,x,1,0.5099213,None,,,,,29,132,132,0,668.0308596,,668.0154557,668.0308596,669.0143351,669.0143351,669.0143351,669.0143351,669.0314353,669.5142562,669.5142562,670.031236,,,,,x,1,0.5099213,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,133,133,30,x,1,0.3801708,None,,,,,30,133,133,0,670.0467791,,670.0317123,670.0467791,671.0307393,671.0307393,671.0307393,671.0307393,671.0474072,671.5314421,671.5314421,671.916545,,,,,x,1,0.3801708,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,134,134,33,v,1,0.3496372,None,,,,,33,134,134,1,671.9298176,,671.9170889,671.9298176,672.9311843,672.9311843,672.9311843,672.9311843,672.9311843,673.4305525,673.4305525,673.7831097,,,,,v,1,0.3496372,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,135,135,34,v,1,0.3604726,None,,,,,34,135,135,1,673.7964171,,673.783594,673.7964171,674.797735,674.797735,674.797735,674.797735,674.797735,675.296732,675.296732,675.6646501,,,,,v,1,0.3604726,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,136,136,32,z,1,0.4414877,None,,,,,32,136,136,3,675.6803069,,675.6650525,675.6803069,676.6638852,676.6638852,676.6638852,676.6638852,676.6806145,677.1651002,677.1651002,677.6151428,,,,,z,1,0.4414877,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,137,137,33,z,1,0.4802234,None,,,,,33,137,137,3,677.6308742,,677.6156619,677.6308742,678.613749,678.613749,678.613749,678.613749,678.6310941,679.1303329,679.1303329,679.6152265,,,,,z,1,0.4802234,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,138,138,35,v,1,0.6174244,None,,,,,35,138,138,1,679.630719,,679.6156608,679.630719,680.6144384,680.6144384,680.6144384,680.6144384,680.6313377,681.1139376,681.1139376,681.7474355,,,,,v,1,0.6174244,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,139,139,38,c,1,0.4643981,None,,,,,38,139,139,2,681.7637289,,681.7477047,681.7637289,682.7484286,682.7484286,682.7484286,682.7484286,682.7646711,683.2478463,683.2478463,683.7149468,,,,,c,1,0.4643981,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,140,140,31,x,1,0.3932463,None,,,,,31,140,140,0,683.7307838,,683.7153191,683.7307838,684.7138882,684.7138882,684.7138882,684.7138882,684.7311965,685.2294588,685.2294588,685.6313892,,,,,x,1,0.3932463,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,141,141,32,x,1,0.4346822,None,,,,,32,141,141,0,685.6471682,,685.631803,685.6471682,686.6306897,686.6306897,686.6306897,686.6306897,686.6476951,687.1472379,687.1472379,687.5968077,,,,,x,1,0.4346822,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,142,142,33,x,1,0.3712459,None,,,,,33,142,142,0,687.6139732,,687.597044,687.6139732,688.5972745,688.5972745,688.5972745,688.5972745,688.6136814,689.098091,689.098091,689.4804326,,,,,x,1,0.3712459,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,143,143,39,c,1,0.7450232,None,,,,,39,143,143,2,689.4966861,,689.4808932,689.4966861,690.4805412,690.4805412,690.4805412,690.4805412,690.4974999,690.9798995,690.9798995,691.7297533,,,,,c,1,0.7450232,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,144,144,34,z,1,0.4906017,None,,,,,34,144,144,3,691.7462531,,691.7299658,691.7462531,692.731113,692.731113,692.731113,692.731113,692.7471968,693.229777,693.229777,693.7321209,,,,,z,1,0.4906017,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,145,145,35,z,1,0.3379016,None,,,,,35,145,145,3,693.7464437,,693.7325974,693.7464437,694.747282,694.747282,694.747282,694.747282,694.747282,695.247591,695.247591,695.5987501,,,,,z,1,0.3379016,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,146,146,34,x,1,0.5904168,None,,,,,34,146,146,0,695.6136631,,695.5993654,695.6136631,696.6141194,696.6141194,696.6141194,696.6141194,696.6141194,697.1133837,697.1133837,697.7142594,,,,,x,1,0.5904168,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,147,147,35,x,1,0.327465,None,,,,,35,147,147,0,697.7299498,,697.7146478,697.7299498,698.7138262,698.7138262,698.7138262,698.7138262,698.7301106,699.2136635,699.2136635,699.5478352,,,,,x,1,0.327465,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,148,148,36,z,1,0.5513796,None,,,,,36,148,148,3,699.5629198,,699.5484115,699.5629198,700.562686,700.562686,700.562686,700.562686,700.562686,701.0463942,701.0463942,701.6143995,,,,,z,1,0.5513796,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,149,149,36,v,1,0.5295639,None,,,,,36,149,149,1,701.6300245,,701.6147549,701.6300245,702.6299618,702.6299618,702.6299618,702.6299618,702.6299618,703.1296828,703.1296828,703.6649806,,,,,v,1,0.5295639,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,150,150,37,v,1,0.3853487,None,,,,,37,150,150,1,703.6795973,,703.6655515,703.6795973,704.6793444,704.6793444,704.6793444,704.6793444,704.6793444,705.1800507,705.1800507,705.580641,,,,,v,1,0.3853487,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,151,151,38,v,1,0.389201,None,,,,,38,151,151,1,705.5964206,,705.5810053,705.5964206,706.5957716,706.5957716,706.5957716,706.5957716,706.5957716,707.080181,707.080181,707.4793074,,,,,v,1,0.389201,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,152,152,40,c,1,0.5524387,None,,,,,40,152,152,2,707.495717,,707.4797592,707.495717,708.4793391,708.4793391,708.4793391,708.4793391,708.495883,708.9791838,708.9791838,709.5471311,,,,,c,1,0.5524387,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
150,v,153,153,39,v,1,0.4193288,None,,,,,39,153,153,1,709.5632094,,709.5474319,709.5632094,710.5626473,710.5626473,710.5626473,710.5626473,710.5626473,711.0460227,711.0460227,711.4793647,,,,,v,1,0.4193288,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,154,154,37,z,1,0.3659436,None,,,,,37,154,154,3,711.4966941,,711.4795809,711.4966941,712.4793103,712.4793103,712.4793103,712.4793103,712.4958601,712.9792457,712.9792457,713.3461867,,,,,z,1,0.3659436,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,155,155,36,x,1,0.3628846,None,,,,,36,155,155,0,713.3625937,,713.3464194,713.3625937,714.3456656,714.3456656,714.3456656,714.3456656,714.3624539,714.8457992,714.8457992,715.2130144,,,,,x,1,0.3628846,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,156,156,38,z,1,0.3710188,None,,,,,38,156,156,3,715.2292095,,715.2133023,715.2292095,716.2143896,716.2143896,716.2143896,716.2143896,716.2301136,716.7126275,716.7126275,717.0958569,,,,,z,1,0.3710188,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,157,157,39,z,1,0.3640924,None,,,,,39,157,157,3,717.1122649,,717.0960723,717.1122649,718.0958902,718.0958902,718.0958902,718.0958902,718.1121473,718.6110455,718.6110455,718.9792988,,,,,z,1,0.3640924,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,158,158,37,x,1,0.6915462,None,,,,,37,158,158,0,718.9957209,,718.979583,718.9957209,719.9787475,719.9787475,719.9787475,719.9787475,719.9955729,720.4787535,720.4787535,721.1793757,,,,,x,1,0.6915462,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,159,159,41,x,0,0.4942724,None,,,,,41,159,159,2,721.1956578,,721.1796902,721.1956578,722.1788932,722.1788932,722.1788932,722.1788932,722.1957424,722.6787067,722.6787067,723.1792213,,,,,x,0,0.4942724,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
50,c,160,160,42,c,1,0.3167641,None,,,,,42,160,160,2,723.1956174,,723.1794471,723.1956174,724.1789839,724.1789839,724.1789839,724.1789839,724.1956912,724.6790101,724.6790101,724.9961508,,,,,c,1,0.3167641,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-150,z,161,161,40,z,1,0.4042611,None,,,,,40,161,161,3,725.0123296,,724.9964484,725.0123296,725.9961931,725.9961931,725.9961931,725.9961931,726.0128147,726.4955536,726.4955536,726.9124512,,,,,z,1,0.4042611,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
-50,x,162,162,38,x,1,0.3958257,None,,,,,38,162,162,0,726.9288351,,726.9127648,726.9288351,727.9121657,727.9121657,727.9121657,727.9121657,727.9294193,728.4124022,728.4124022,728.8129616,,,,,x,1,0.3958257,None,4,1,2025-09-29_21h01.47.076,Motor Sequence Learning,,2025.1.1,60.44947813,2025-09-29 21h02.07.006699 +0530
