delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation_2.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.7,1000,exp,0,0,0,space,1.5335362,None,"400 
",1,[6.367743599927053],[6.36774929985404],0,0,0,5,0.0222379,,0.0155817,0.0222379,1.0057956,1.0057956,1.0223087,2.5487284,space,1.5335362,None,2.5495745,0.7084914,1.0077623,3.5675984,3.5856592,3.6049932,3.6049932,3.6049932,9.972985,"400 
",1,[6.367743599927053],[6.36774929985404],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,1,1,0,space,1.7391568,None,200,1,[4.268346600001678],[4.268353600054979],0,1,1,0,9.9891608,,9.9731466,9.9891608,10.9738186,10.9738186,10.9898407,12.7238628,space,1.7391568,None,12.7247279,0.0995553,0.3995782,13.1392694,13.1402385,13.155093,13.155093,13.155093,17.4236621,200,1,[4.268346600001678],[4.268353600054979],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,2,2,0,space,0.410108,None,100,1,[2.2525605999398977],[2.2525712999049574],0,2,2,8,17.4393108,,17.4238289,17.4393108,18.4390866,18.4390866,18.4390866,18.8582589,space,0.410108,None,18.8594413,0.7147282,1.0149322,19.8914194,19.8924391,19.9049173,19.9049173,19.9049173,22.1578774,100,1,[2.2525605999398977],[2.2525712999049574],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,3,3,0,space,0.930926,None,400,1,[2.850530199939385],[2.850540899904445],0,3,3,1,22.1729083,,22.1582419,22.1729083,23.1729042,23.1729042,23.1729042,24.1075352,space,0.930926,None,24.1082433,0.3994836,0.7302036,24.8378799,24.8386354,24.8555036,24.8555036,24.8555036,27.7063672,400,1,[2.850530199939385],[2.850540899904445],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,4,4,0,space,1.2088355,None,200,1,[3.5355767998844385],[3.5355865999590605],0,4,4,9,27.7225942,,27.7065762,27.7225942,28.7066053,28.7066053,28.7230288,29.9237111,space,1.2088355,None,29.9246328,0.0991411,0.3989122,30.3324052,30.3333929,30.3548455,30.3548455,30.3548455,33.8907425,200,1,[3.5355767998844385],[3.5355865999590605],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,5,5,0,space,2.3146403,None,200,1,[2.5196682000532746],[2.519681500038132],0,5,5,6,33.9061217,,33.8910005,33.9061217,34.8904343,34.8904343,34.9063241,37.2071198,space,2.3146403,None,37.2085073,0.114907,0.4160436,37.6423965,37.6433127,37.6543992,37.6543992,37.6543992,40.1744656,200,1,[2.5196682000532746],[2.519681500038132],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,6,6,0,space,0.3508862,None,100,1,[4.950974100036547],[4.950989299919456],0,6,6,3,40.1899842,,40.1747848,40.1899842,41.1885492,41.1885492,41.2050984,41.5559708,space,0.3508862,None,41.5564868,0.0992654,0.4001323,41.9686369,41.9698758,41.988559,41.988559,41.988559,46.9399304,100,1,[4.950974100036547],[4.950989299919456],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,7,7,0,space,0.3725752,None,700,1,[2.4183523000683635],[2.418368099955842],0,7,7,11,46.9567289,,46.9401924,46.9567289,47.9554206,47.9554206,47.9722367,48.3397991,space,0.3725752,None,48.3410135,0.6995192,0.9995959,49.3577425,49.3589965,49.3708093,49.3708093,49.3708093,51.7894972,700,1,[2.4183523000683635],[2.418368099955842],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,8,8,0,space,0.9322932,None,400,1,[3.3845873000100255],[3.3845976998563856],0,8,8,4,51.8061039,,51.7897466,51.8061039,52.7894165,52.7894165,52.8056928,53.7234491,space,0.9322932,None,53.7243026,0.3993702,0.6997707,54.4427801,54.4438715,54.4717739,54.4717739,54.4717739,57.8566809,400,1,[3.3845873000100255],[3.3845976998563856],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,9,9,0,space,0.3022243,None,300,1,[2.6189325000159442],[2.618943399982527],0,9,9,10,57.8726012,,57.8572133,57.8726012,58.8560477,58.8560477,58.8721825,59.1723637,space,0.3022243,None,59.1729115,0.4005782,0.7008103,59.8897942,59.8906877,59.90426,59.90426,59.90426,62.523518,300,1,[2.6189325000159442],[2.618943399982527],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,10,10,0,space,0.3151628,None,600,1,[2.3516961000859737],[2.351708000060171],0,10,10,2,62.5391049,,62.5237854,62.5391049,63.5228019,63.5228019,63.5394737,63.8399018,space,0.3151628,None,63.8410507,0.6993182,1.0008034,64.851676,64.8539389,64.8708788,64.8708788,64.8708788,67.2228951,600,1,[2.3516961000859737],[2.351708000060171],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,11,11,0,space,0.4318216,None,300,1,[2.7013126998208463],[2.7013265998102725],0,11,11,7,67.2395623,,67.2231504,67.2395623,68.2399828,68.2399828,68.2399828,68.673362,space,0.4318216,None,68.674305,0.3995588,0.6994438,69.3926272,69.3936606,69.4213073,69.4213073,69.4213073,72.122974,300,1,[2.7013126998208463],[2.7013265998102725],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,12,0,1,space,0.9037188,None,800,1,[2.9344658001791686],[2.9344770000316203],1,0,12,8,72.1385411,,72.1232766,72.1385411,73.1386661,73.1386661,73.1386661,74.056356,space,0.9037188,None,74.0577958,0.6992754,1.0002092,75.0732883,75.0747803,75.0880448,75.0880448,75.0880448,78.0228488,800,1,[2.9344658001791686],[2.9344770000316203],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,13,1,1,space,0.5100515,None,200,1,[3.035670799901709],[3.035680199973285],1,1,13,0,78.0389533,,78.0231011,78.0389533,79.0233289,79.0233289,79.0392709,79.5381888,space,0.5100515,None,79.5386004,0.1020351,0.4022613,79.9514558,79.9532175,79.9703877,79.9703877,79.9703877,83.0063643,200,1,[3.035670799901709],[3.035680199973285],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,14,2,1,space,0.5720674,None,100,1,[2.001922800205648],[2.001935100182891],1,2,14,9,83.022892,,83.0065958,83.022892,84.005463,84.005463,84.0225262,84.5893567,space,0.5720674,None,84.5903411,0.0994652,0.3994093,85.0080358,85.0090617,85.0207622,85.0207622,85.0207622,87.0230987,100,1,[2.001922800205648],[2.001935100182891],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,15,3,1,space,0.2662776,None,700,1,[2.784395700087771],[2.784405400045216],1,3,15,5,87.0385635,,87.0234095,87.0385635,88.0398319,88.0398319,88.0398319,88.3231621,space,0.2662776,None,88.3241857,0.6992548,0.9996543,89.340585,89.3414346,89.3538335,89.3538335,89.3538335,92.1385536,700,1,[2.784395700087771],[2.784405400045216],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,16,4,1,space,0.7645986,None,200,1,[3.552271200111136],[3.5522805999498814],1,4,16,6,92.1543587,,92.1387953,92.1543587,93.1390175,93.1390175,93.1558046,93.907216,space,0.7645986,None,93.9082452,0.1153496,0.4148968,94.3391688,94.3403992,94.3534261,94.3534261,94.3534261,97.9060004,200,1,[3.552271200111136],[3.5522805999498814],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,17,5,1,space,0.3376393,None,200,1,[4.318235900020227],[4.318246399983764],1,5,17,7,97.9219254,,97.9062501,97.9219254,98.9061801,98.9061801,98.923051,99.2558126,space,0.3376393,None,99.2566559,0.3992186,0.6996172,99.9703553,99.9712629,99.9872171,99.9872171,99.9872171,104.3057831,200,1,[4.318235900020227],[4.318246399983764],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,18,6,1,space,0.4347444,None,300,1,[3.318593099946156],[3.318601500010118],1,6,18,4,104.3223065,,104.3060391,104.3223065,105.3050934,105.3050934,105.322125,105.7551048,space,0.4347444,None,105.7557755,0.3999208,0.7012855,106.4710524,106.4729766,106.4871436,106.4871436,106.4871436,109.8060277,300,1,[3.318593099946156],[3.318601500010118],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,19,7,1,space,0.4414392,None,300,1,[2.5353631998877972],[2.5353732998482883],1,7,19,1,109.8219784,,109.8062624,109.8219784,110.8051063,110.8051063,110.8219393,111.2551334,space,0.4414392,None,111.2559837,0.3999238,0.7000769,111.9708342,111.9717476,111.9868073,111.9868073,111.9868073,114.5225105,300,1,[2.5353631998877972],[2.5353732998482883],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,20,8,1,space,0.1866278,None,800,1,[3.568835400044918],[3.568848100025207],1,8,20,11,114.5381172,,114.522742,114.5381172,115.5231102,115.5231102,115.5385638,115.7226771,space,0.1866278,None,115.7235639,0.6993555,0.9991689,116.7420047,116.7429971,116.770449,116.770449,116.770449,120.3397253,800,1,[3.568835400044918],[3.568848100025207],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,21,9,1,space,0.7079512,None,200,1,[2.552560299867764],[2.552572000073269],1,9,21,3,120.3547808,,120.3400449,120.3547808,121.3548179,121.3548179,121.3548179,122.0737828,space,0.7079512,None,122.0748944,0.1141302,0.414749,122.5010725,122.5028878,122.5203799,122.5203799,122.5203799,125.0732773,200,1,[2.552560299867764],[2.552572000073269],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,22,10,1,space,1.5518395,None,600,1,[4.0357419000938535],[4.035752299940214],1,10,22,2,125.0885177,,125.0735306,125.0885177,126.0872607,126.0872607,126.0872607,127.6545003,space,1.5518395,None,127.6551156,0.7007677,1.0006907,128.6697768,128.6707359,128.6869231,128.6869231,128.6869231,132.7230024,600,1,[4.0357419000938535],[4.035752299940214],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,23,11,1,space,0.8962573,None,300,1,[2.7694631000049412],[2.769473399966955],1,11,23,10,132.7381908,,132.7232503,132.7381908,133.736914,133.736914,133.736914,134.6390467,space,0.8962573,None,134.6401541,0.4146344,0.7149417,135.3687146,135.3694377,135.385796,135.385796,135.385796,138.1555749,300,1,[2.7694631000049412],[2.769473399966955],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,24,0,2,space,0.4942893,None,500,1,[2.1517925998196006],[2.1518043999094516],2,0,24,7,138.1719543,,138.1558181,138.1719543,139.1547099,139.1547099,139.1717229,139.6547819,space,0.4942893,None,139.6558639,0.3990981,0.7002089,140.3705791,140.3719002,140.3864582,140.3864582,140.3864582,142.5387019,500,1,[2.1517925998196006],[2.1518043999094516],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,25,1,2,space,0.5094887,None,700,1,[2.551501600071788],[2.551509100012481],2,1,25,11,142.5546957,,142.5390466,142.5546957,143.5380221,143.5380221,143.5551499,144.0562985,space,0.5094887,None,144.0577904,0.6993888,0.9987688,145.0716401,145.0728427,145.0862663,145.0862663,145.0862663,147.6380537,700,1,[2.551501600071788],[2.551509100012481],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,26,2,2,space,1.6011187,None,200,1,[2.3690188999753445],[2.3690288001671433],2,2,26,3,147.653477,,147.6382762,147.653477,148.6380282,148.6380282,148.6547926,150.2550695,space,1.6011187,None,150.2561911,0.0994612,0.3989693,150.6715477,150.6725005,150.6859635,150.6859635,150.6859635,153.0552892,200,1,[2.3690188999753445],[2.3690288001671433],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,27,3,2,space,0.533385,None,500,1,[2.4004646001849324],[2.400473300134763],2,3,27,1,153.0719168,,153.0555257,153.0719168,154.0716083,154.0716083,154.0716083,154.6054159,space,0.533385,None,154.6061623,0.3994403,0.7302216,155.3357661,155.3363082,155.3536079,155.3536079,155.3536079,157.7543544,500,1,[2.4004646001849324],[2.400473300134763],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,28,4,2,space,0.4506541,None,100,1,[3.6022349998820573],[3.602243499830365],2,4,28,6,157.7715608,,157.7546005,157.7715608,158.7542574,158.7542574,158.7718537,159.2217737,space,0.4506541,None,159.2226898,0.0995567,0.399862,159.6407331,159.6415366,159.6526528,159.6526528,159.6526528,163.2551821,100,1,[3.6022349998820573],[3.602243499830365],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,29,5,2,space,0.3620737,None,500,1,[3.43425349984318],[3.43426140001975],2,5,29,4,163.2708407,,163.2554177,163.2708407,164.255157,164.255157,164.2722811,164.6220928,space,0.3620737,None,164.6228829,0.3996337,0.6992032,165.3400269,165.3410925,165.3702302,165.3702302,165.3702302,168.8047653,500,1,[3.43425349984318],[3.43426140001975],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,30,6,2,space,0.2989324,None,400,1,[5.584856200031936],[5.584865800105035],2,6,30,2,168.8212565,,168.8049618,168.8212565,169.8041414,169.8041414,169.8210223,170.1048698,space,0.2989324,None,170.1058127,0.7173645,1.0166595,171.139504,171.1405858,171.1695508,171.1695508,171.1695508,176.7547507,400,1,[5.584856200031936],[5.584865800105035],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,31,7,2,space,0.4131009,None,200,1,[2.2858025999739766],[2.285813600057736],2,7,31,0,176.7711302,,176.7550067,176.7711302,177.754088,177.754088,177.7714517,178.1720342,space,0.4131009,None,178.1733017,0.0993187,0.3984912,178.5904382,178.591484,178.6188167,178.6188167,178.6188167,180.9049448,200,1,[2.2858025999739766],[2.285813600057736],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,32,8,2,space,0.3577251,None,500,1,[3.0336731001734734],[3.0336915000807494],2,8,32,5,180.9216701,,180.9052017,180.9216701,181.9038958,181.9038958,181.9373365,182.2712457,space,0.3577251,None,182.2719722,0.7006729,1.0159428,183.287402,183.2884833,183.3036263,183.3036263,183.3036263,186.337845,500,1,[3.0336731001734734],[3.0336915000807494],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,33,9,2,space,0.4470061,None,200,1,[2.136394100030884],[2.1364049001131207],2,9,33,9,186.3547233,,186.3382723,186.3547233,187.352974,187.352974,187.3695121,187.804479,space,0.4470061,None,187.8053461,0.0993216,0.3993689,188.2218401,188.2227988,188.2351163,188.2351163,188.2351163,190.3718163,200,1,[2.136394100030884],[2.1364049001131207],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,34,10,2,space,0.3823955,None,500,1,[2.5011551999486983],[2.501170199830085],2,10,34,8,190.3871633,,190.3720713,190.3871633,191.3863879,191.3863879,191.403066,191.7713765,space,0.3823955,None,191.7721719,0.6998744,1.0006885,192.7897868,192.7911773,192.8192102,192.8192102,192.8192102,195.320703,500,1,[2.5011551999486983],[2.501170199830085],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,35,11,2,space,0.3247295,None,400,1,[3.8189622999634594],[3.8189785999711603],2,11,35,10,195.3371713,,195.3209657,195.3371713,196.320756,196.320756,196.3369423,196.6544389,space,0.3247295,None,196.6553775,0.3990631,0.6992927,197.3717164,197.3724323,197.3854204,197.3854204,197.3854204,201.2047177,400,1,[3.8189622999634594],[3.8189785999711603],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,36,0,3,space,0.3704273,None,300,1,[2.8541920999996364],[2.8542064998764545],3,0,36,4,201.2204236,,201.2049749,201.2204236,202.2036314,202.2036314,202.2211637,202.5885633,space,0.3704273,None,202.5894901,0.4150135,0.7151147,203.3223902,203.3236456,203.3352283,203.3352283,203.3352283,206.1898158,300,1,[2.8541920999996364],[2.8542064998764545],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,37,1,3,space,0.4811173,None,200,1,[3.1508445001672953],[3.1508563000243157],3,1,37,3,206.2034168,,206.1901427,206.2034168,207.2035615,207.2035615,207.2035615,207.6860671,space,0.4811173,None,207.6870347,0.0997116,0.4011494,208.1017662,208.102781,208.1189239,208.1189239,208.1189239,211.2700978,200,1,[3.1508445001672953],[3.1508563000243157],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,38,2,3,space,0.3861945,None,300,1,[3.6358091000001878],[3.6358197000809014],3,2,38,7,211.2865341,,211.2703216,211.2865341,212.2701777,212.2701777,212.2866902,212.6720601,space,0.3861945,None,212.672902,0.4146796,0.7137243,213.4002916,213.4010661,213.4182718,213.4182718,213.4182718,217.0544049,300,1,[3.6358091000001878],[3.6358197000809014],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,39,3,3,space,0.4183538,None,100,1,[2.552313999971375],[2.5523228000383824],3,3,39,6,217.0696653,,217.0546522,217.0696653,218.0535692,218.0535692,218.0701664,218.4876962,space,0.4183538,None,218.4887979,0.1147513,0.4159851,218.9202131,218.9213993,218.9348009,218.9348009,218.9348009,221.4873791,100,1,[2.552313999971375],[2.5523228000383824],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,40,4,3,space,0.774705,None,700,1,[4.118405100191012],[4.118414200143889],3,4,40,11,221.5031524,,221.4875876,221.5031524,222.4872177,222.4872177,222.5032234,223.2706093,space,0.774705,None,223.271377,0.7006989,0.9996981,224.2893969,224.2903518,224.3187857,224.3187857,224.3187857,228.4375114,700,1,[4.118405100191012],[4.118414200143889],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,41,5,3,space,0.3179425,None,800,1,[2.80168140004389],[2.8016916001215577],3,5,41,5,228.4530697,,228.4377374,228.4530697,229.4537837,229.4537837,229.4537837,229.7873667,space,0.3179425,None,229.7882328,0.6994906,1.0002827,230.8020944,230.8036072,230.8182929,230.8182929,230.8182929,233.6202995,800,1,[2.80168140004389],[2.8016916001215577],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,42,6,3,space,0.5126443,None,300,1,[3.1015957999043167],[3.1016077999956906],3,6,42,1,233.6361301,,233.6205513,233.6361301,234.6198103,234.6198103,234.6369887,235.1379777,space,0.5126443,None,235.1390169,0.4150724,0.7159513,235.8685241,235.8701429,235.8852411,235.8852411,235.8852411,238.9871543,300,1,[3.1015957999043167],[3.1016077999956906],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,43,7,3,space,0.4615855,None,400,1,[3.5009054001420736],[3.50091450009495],3,7,43,2,239.0024763,,238.9873986,239.0024763,239.9871181,239.9871181,240.0026093,240.4550544,space,0.4615855,None,240.4562162,0.7158394,1.0464903,241.5017737,241.5030328,241.5191928,241.5191928,241.5191928,245.0203723,400,1,[3.5009054001420736],[3.50091450009495],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,44,8,3,space,0.491423,None,400,1,[3.434341099811718],[3.4343512000050396],3,8,44,8,245.0368573,,245.020604,245.0368573,246.0204851,246.0204851,246.0361423,246.5202285,space,0.491423,None,246.5211278,0.715929,1.0157694,247.5483622,247.5497634,247.5683203,247.5683203,247.5683203,251.0029629,400,1,[3.434341099811718],[3.4343512000050396],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,45,9,3,space,0.617956,None,300,1,[4.135485999984667],[4.135499200085178],3,9,45,10,251.0191072,,251.0031858,251.0191072,252.0032534,252.0032534,252.0200173,252.6353811,space,0.617956,None,252.6357885,0.4013574,0.700496,253.3516378,253.3529504,253.3677112,253.3677112,253.3677112,257.5036262,300,1,[4.135485999984667],[4.135499200085178],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,46,10,3,space,0.6820701,None,100,1,[4.617906700121239],[4.617919800104573],3,10,46,0,257.5191837,,257.50385,257.5191837,258.5032039,258.5032039,258.5191334,259.1867906,space,0.6820701,None,259.1878278,0.1001985,0.3990262,259.6002978,259.6017566,259.6179657,259.6179657,259.6179657,264.2362663,100,1,[4.617906700121239],[4.617919800104573],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,47,11,3,space,0.4165776,None,100,1,[2.9192821001634],[2.9192925000097603],3,11,47,9,264.2522302,,264.2366233,264.2522302,265.2359643,265.2359643,265.2533183,265.6684884,space,0.4165776,None,265.6690824,0.1015887,0.4012295,266.0813651,266.083124,266.1007162,266.1007162,266.1007162,269.0203006,100,1,[2.9192821001634],[2.9192925000097603],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,48,0,4,space,0.3871241,None,100,1,[2.7865280001424253],[2.7865383999887854],4,0,48,0,269.0359275,,269.0205383,269.0359275,270.0364669,270.0364669,270.0364669,270.437176,space,0.3871241,None,270.4380317,0.0990501,0.3995535,270.8519202,270.8528672,270.86718,270.86718,270.86718,273.6540267,100,1,[2.7865280001424253],[2.7865383999887854],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,49,1,4,space,0.3493168,None,700,1,[2.818211199948564],[2.81821779999882],4,1,49,2,273.6691845,,273.6542858,273.6691845,274.6690106,274.6690106,274.6690106,275.0209236,space,0.3493168,None,275.0221583,0.7144317,1.0154167,276.0492256,276.0505734,276.0678538,276.0678538,276.0678538,278.8863083,700,1,[2.818211199948564],[2.81821779999882],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,50,2,4,space,0.5115882,None,400,1,[2.8847752998117357],[2.8847834998741746],4,2,50,7,278.9017166,,278.8865348,278.9017166,279.9013407,279.9013407,279.9013407,280.4192314,space,0.5115882,None,280.4201294,0.3991174,0.6993991,281.1283891,281.1297302,281.1508336,281.1508336,281.1508336,284.0358668,400,1,[2.8847752998117357],[2.8847834998741746],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,51,3,4,space,0.4202392,None,300,1,[2.6862217001616955],[2.686230899998918],4,3,51,1,284.0514399,,284.0360611,284.0514399,285.0354775,285.0354775,285.0524712,285.4690269,space,0.4202392,None,285.4697159,0.4001366,0.6991712,286.1792485,286.1799251,286.2007481,286.2007481,286.2007481,288.8872556,300,1,[2.6862217001616955],[2.686230899998918],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,52,4,4,space,0.545753,None,800,1,[2.9028798998333514],[2.9029051000252366],4,4,52,8,288.902696,,288.8874889,288.902696,289.9026988,289.9026988,289.9026988,290.4520823,space,0.545753,None,290.4526881,0.7009692,1.0003338,291.4715646,291.472588,291.483659,291.483659,291.483659,294.3869118,800,1,[2.9028798998333514],[2.9029051000252366],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,53,5,4,space,0.6516904,None,800,1,[2.234595999820158],[2.234609899809584],4,5,53,10,294.4021593,,294.3871837,294.4021593,295.4025466,295.4025466,295.4025466,296.0696449,space,0.6516904,None,296.0706376,0.4160119,0.7468131,296.816655,296.8173021,296.8345634,296.8345634,296.8345634,299.069542,800,1,[2.234595999820158],[2.234609899809584],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,54,6,4,space,0.2534494,None,200,1,[8.767649099929258],[8.767659900011495],4,6,54,6,299.0851508,,299.0698772,299.0851508,300.068715,300.068715,300.0849991,300.3374707,space,0.2534494,None,300.3389632,0.114663,0.4150921,300.7707977,300.7717472,300.8008601,300.8008601,300.8008601,309.5688636,200,1,[8.767649099929258],[8.767659900011495],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
