delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation_2.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,400,unexp,310,10,25,space,0.5590935,None,100,1,[3.017968100029975],[3.017976300092414],25,10,310,0,1780.8942,,1780.879492,1780.8942,1781.894312,1781.894312,1781.894312,1782.461324,space,0.5590935,None,1782.462186,0.0997862,0.3994027,1782.876746,1782.878049,1782.89334,1782.89334,1782.89334,1785.911578,100,1,[3.017968100029975],[3.017976300092414],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,311,11,25,space,0.2745896,None,400,1,[2.618591499980539],[2.618625700008124],25,11,311,11,1785.927877,,1785.911776,1785.927877,1786.910962,1786.910962,1786.927671,1787.195828,space,0.2745896,None,1787.197209,0.6995212,0.9984728,1788.210444,1788.211359,1788.226311,1788.226311,1788.226311,1790.845265,400,1,[2.618591499980539],[2.618625700008124],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,312,0,26,space,0.3374794,None,500,1,[2.551732099847868],[2.5517472999636084],26,0,312,11,1790.860891,,1790.845473,1790.860891,1791.843437,1791.843437,1791.861442,1792.195878,space,0.3374794,None,1792.197104,0.7144505,1.0151478,1793.226369,1793.227389,1793.243439,1793.243439,1793.243439,1795.795554,500,1,[2.551732099847868],[2.5517472999636084],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,313,1,26,space,0.2810171,None,300,1,[3.501836400013417],[3.501846699975431],26,1,313,0,1795.810543,,1795.795819,1795.810543,1796.811456,1796.811456,1796.811456,1797.094636,space,0.2810171,None,1797.095949,0.09981,0.3995694,1797.507241,1797.508622,1797.52637,1797.52637,1797.52637,1801.028543,300,1,[3.501836400013417],[3.501846699975431],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,314,2,26,space,3.8490252,None,300,1,[2.8680573999881744],[2.868064400041476],26,2,314,6,1801.044198,,1801.028786,1801.044198,1802.0444,1802.0444,1802.0444,1805.895288,space,3.8490252,None,1805.896336,0.1001431,0.399677,1806.307694,1806.309373,1806.326369,1806.326369,1806.326369,1809.194711,300,1,[2.8680573999881744],[2.868064400041476],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,315,3,26,space,0.1294899,None,100,1,[4.401423600036651],[4.401439500041306],26,3,315,1,1809.211009,,1809.195059,1809.211009,1810.194017,1810.194017,1810.211039,1810.328441,space,0.1294899,None,1810.32936,0.414619,0.7156763,1811.059144,1811.060421,1811.075991,1811.075991,1811.075991,1815.477771,100,1,[4.401423600036651],[4.401439500041306],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,316,4,26,space,0.4400836,None,300,1,[3.6844925000332296],[3.6845065001398325],26,4,316,10,1815.493877,,1815.478168,1815.493877,1816.477487,1816.477487,1816.494389,1816.927777,space,0.4400836,None,1816.928655,0.3993704,0.700054,1817.638921,1817.640248,1817.659718,1817.659718,1817.659718,1821.344711,300,1,[3.6844925000332296],[3.6845065001398325],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,317,5,26,space,1.254099,None,100,1,[2.517966300016269],[2.517975600203499],26,5,317,9,1821.361264,,1821.345307,1821.361264,1822.361049,1822.361049,1822.377244,1823.628014,space,1.254099,None,1823.628877,0.0992322,0.3987757,1824.03946,1824.04151,1824.058907,1824.058907,1824.058907,1826.577221,100,1,[2.517966300016269],[2.517975600203499],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,318,6,26,space,0.5394002,None,200,1,[1.9186903999652714],[1.9186993998009712],26,6,318,7,1826.593519,,1826.577443,1826.593519,1827.592757,1827.592757,1827.592757,1828.144662,space,0.5394002,None,1828.145988,0.3997733,0.6987787,1828.85594,1828.857223,1828.875696,1828.875696,1828.875696,1830.794658,200,1,[1.9186903999652714],[1.9186993998009712],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,319,7,26,space,0.415005,None,500,1,[2.3516290998086333],[2.351636999985203],26,7,319,5,1830.810246,,1830.795139,1830.810246,1831.809624,1831.809624,1831.809624,1832.227631,space,0.415005,None,1832.228491,0.7001789,0.9996202,1833.245988,1833.246859,1833.259058,1833.259058,1833.259058,1835.610955,500,1,[2.3516290998086333],[2.351636999985203],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,320,8,26,space,0.2995491,None,100,1,[2.918788200011477],[2.918798000086099],26,8,320,3,1835.627258,,1835.611168,1835.627258,1836.610464,1836.610464,1836.628239,1836.910778,space,0.2995491,None,1836.912245,0.100175,0.3997156,1837.327621,1837.328562,1837.342029,1837.342029,1837.342029,1840.26112,100,1,[2.918788200011477],[2.918798000086099],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,321,9,26,space,0.4218441,None,400,1,[2.385016300017014],[2.3850257999729365],26,9,321,2,1840.277988,,1840.261371,1840.277988,1841.260809,1841.260809,1841.276969,1841.694405,space,0.4218441,None,1841.695694,0.6997014,0.9994707,1842.709898,1842.710931,1842.725234,1842.725234,1842.725234,1845.110555,400,1,[2.385016300017014],[2.3850257999729365],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,322,10,26,space,0.2736936,None,200,1,[2.202813300071284],[2.202829899964854],26,10,322,4,1845.126745,,1845.110818,1845.126745,1846.110292,1846.110292,1846.126634,1846.393797,space,0.2736936,None,1846.395056,0.4012742,0.7002268,1847.107051,1847.108464,1847.125107,1847.125107,1847.125107,1849.328383,200,1,[2.202813300071284],[2.202829899964854],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,323,11,26,space,0.3753794,None,500,1,[2.16754399985075],[2.167553399922326],26,11,323,8,1849.343451,,1849.328764,1849.343451,1850.343762,1850.343762,1850.343762,1850.726092,space,0.3753794,None,1850.726718,0.7006495,1.0010799,1851.738704,1851.74014,1851.759102,1851.759102,1851.759102,1853.926934,500,1,[2.16754399985075],[2.167553399922326],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,324,0,27,space,0.4255033,None,600,1,[2.2514601999428123],[2.251468400005251],27,0,324,2,1853.943385,,1853.927161,1853.943385,1854.926188,1854.926188,1854.942521,1855.3607,space,0.4255033,None,1855.361692,0.6990359,0.9994377,1856.366667,1856.367368,1856.392157,1856.392157,1856.392157,1858.643896,600,1,[2.2514601999428123],[2.251468400005251],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,325,1,27,space,0.2901494,None,100,1,[2.7187529001384974],[2.7187624000944197],27,1,325,0,1858.660304,,1858.644125,1858.660304,1859.643038,1859.643038,1859.660883,1859.943027,space,0.2901494,None,1859.943624,0.0992375,0.4003693,1860.359746,1860.360655,1860.37495,1860.37495,1860.37495,1863.094062,100,1,[2.7187529001384974],[2.7187624000944197],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,326,2,27,space,0.9544012,None,600,1,[3.418837299803272],[3.418846699874848],27,2,326,11,1863.110465,,1863.094296,1863.110465,1864.093532,1864.093532,1864.110501,1865.060519,space,0.9544012,None,1865.06136,0.6995984,0.999905,1866.075838,1866.076796,1866.091555,1866.091555,1866.091555,1869.510695,600,1,[3.418837299803272],[3.418846699874848],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,327,3,27,space,0.6149532,None,300,1,[2.835464800009504],[2.835475099971518],27,3,327,4,1869.526451,,1869.510933,1869.526451,1870.52695,1870.52695,1870.52695,1871.143649,space,0.6149532,None,1871.144818,0.3996343,0.7008671,1871.859214,1871.8602,1871.875255,1871.875255,1871.875255,1874.711077,300,1,[2.835464800009504],[2.835475099971518],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,328,4,27,space,3.2317281,None,100,1,[1.8523342001717538],[1.852344400016591],27,4,328,3,1874.726058,,1874.71133,1874.726058,1875.726398,1875.726398,1875.726398,1878.960086,space,3.2317281,None,1878.960978,0.1000243,0.4002424,1879.375655,1879.376704,1879.391529,1879.391529,1879.391529,1881.244171,100,1,[1.8523342001717538],[1.852344400016591],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,329,5,27,space,1.3503159,None,300,1,[3.9181166000198573],[3.918127099983394],27,5,329,10,1881.260096,,1881.244393,1881.260096,1882.25945,1882.25945,1882.25945,1883.626863,space,1.3503159,None,1883.627922,0.3991465,0.6995912,1884.340509,1884.341669,1884.358433,1884.358433,1884.358433,1888.276848,300,1,[3.9181166000198573],[3.918127099983394],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,330,6,27,space,0.3285312,None,400,1,[0.8185086001176387],[0.8185193999670446],27,6,330,7,1888.292751,,1888.277065,1888.292751,1889.276705,1889.276705,1889.292945,1889.610645,space,0.3285312,None,1889.611539,0.3990224,0.6988612,1890.319298,1890.320706,1890.341264,1890.341264,1890.341264,1891.160091,,1,[0.8185086001176387],[0.8185193999670446],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,331,7,27,space,1.0535342,None,300,1,[2.4028692999854684],[2.4028789999429137],27,7,331,5,1891.176694,,1891.160364,1891.176694,1892.176271,1892.176271,1892.176271,1893.24205,space,1.0535342,None,1893.24261,0.700397,1.0008423,1894.258653,1894.259551,1894.274046,1894.274046,1894.274046,1896.677208,300,1,[2.4028692999854684],[2.4028789999429137],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,332,8,27,space,1.2405221,None,500,1,[2.2500351001508534],[2.2500434999819845],27,8,332,8,1896.692812,,1896.677446,1896.692812,1897.675878,1897.675878,1897.692782,1898.926271,space,1.2405221,None,1898.927149,0.7009291,1.0314942,1899.957965,1899.958964,1899.97604,1899.97604,1899.97604,1902.226373,500,1,[2.2500351001508534],[2.2500434999819845],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,333,9,27,space,1.1545951,None,200,1,[1.7853278999682516],[1.7853365000337362],27,9,333,6,1902.242266,,1902.226655,1902.242266,1903.226789,1903.226789,1903.242731,1904.393004,space,1.1545951,None,1904.394072,0.0998041,0.3994735,1904.810208,1904.811106,1904.824035,1904.824035,1904.824035,1906.609628,200,1,[1.7853278999682516],[1.7853365000337362],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,334,10,27,space,0.4890129,None,300,1,[1.8518848998937756],[1.8518942000810057],27,10,334,1,1906.625583,,1906.609958,1906.625583,1907.609343,1907.609343,1907.626394,1908.111403,space,0.4890129,None,1908.11226,0.4144248,0.7140769,1908.837781,1908.839301,1908.858146,1908.858146,1908.858146,1910.710343,300,1,[1.8518848998937756],[1.8518942000810057],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,335,11,27,space,0.3238098,None,200,1,[1.8020744000095874],[1.8020848999731243],27,11,335,9,1910.725595,,1910.710734,1910.725595,1911.710108,1911.710108,1911.726475,1912.042339,space,0.3238098,None,1912.043153,0.1007564,0.4001319,1912.457017,1912.458516,1912.474288,1912.474288,1912.474288,1914.276752,200,1,[1.8020744000095874],[1.8020848999731243],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,336,0,28,space,0.2807627,None,300,1,[1.9020484001375735],[1.9020575999747962],28,0,336,10,1914.292397,,1914.277081,1914.292397,1915.2757,1915.2757,1915.292491,1915.559425,space,0.2807627,None,1915.56038,0.3997148,0.698827,1916.276274,1916.277359,1916.290353,1916.290353,1916.290353,1918.192709,300,1,[1.9020484001375735],[1.9020575999747962],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,337,1,28,space,0.2703509,None,500,1,[1.718448700150475],[1.7184586999937892],28,1,337,11,1918.209162,,1918.192999,1918.209162,1919.192693,1919.192693,1919.210156,1919.476327,space,0.2703509,None,1919.47739,0.7015958,1.0322803,1920.508862,1920.510358,1920.541232,1920.541232,1920.541232,1922.260029,500,1,[1.718448700150475],[1.7184586999937892],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,338,2,28,space,0.800975,None,700,1,[2.1850277001503855],[2.185040900018066],28,2,338,2,1922.275683,,1922.260267,1922.275683,1923.275485,1923.275485,1923.275485,1924.076978,space,0.800975,None,1924.07793,0.6994665,0.9990834,1925.086774,1925.087928,1925.10765,1925.10765,1925.10765,1927.293062,700,1,[2.1850277001503855],[2.185040900018066],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,339,3,28,space,0.3217018,None,300,1,[1.9524834000039846],[1.952498900005594],28,3,339,0,1927.308734,,1927.293344,1927.308734,1928.309008,1928.309008,1928.309008,1928.642917,space,0.3217018,None,1928.643815,0.0996355,0.3996991,1929.056876,1929.058554,1929.073525,1929.073525,1929.073525,1931.026409,300,1,[1.9524834000039846],[1.952498900005594],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,340,4,28,space,0.2680693,None,500,1,[2.0838740000035614],[2.083880899939686],28,4,340,1,1931.042317,,1931.026767,1931.042317,1932.025454,1932.025454,1932.042553,1932.309357,space,0.2680693,None,1932.310365,0.4001542,0.7304778,1933.039999,1933.040542,1933.05793,1933.05793,1933.05793,1935.142051,500,1,[2.0838740000035614],[2.083880899939686],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,341,5,28,space,0.3149715,None,200,1,[1.969867000123486],[1.9698776002041996],28,5,341,6,1935.157806,,1935.142243,1935.157806,1936.1423,1936.1423,1936.159227,1936.460573,space,0.3149715,None,1936.461386,0.0991928,0.3982407,1936.875295,1936.876191,1936.890264,1936.890264,1936.890264,1938.860463,200,1,[1.969867000123486],[1.9698776002041996],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,342,6,28,space,0.2602383,None,200,1,[1.735617799917236],[1.7356352999340743],28,6,342,3,1938.875225,,1938.860813,1938.875225,1939.875304,1939.875304,1939.875304,1940.14247,space,0.2602383,None,1940.143661,0.0991669,0.3998285,1940.556673,1940.558583,1940.573663,1940.573663,1940.573663,1942.309661,200,1,[1.735617799917236],[1.7356352999340743],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,343,7,28,space,0.2504026,None,100,1,[4.12167329993099],[4.121691100066528],28,7,343,8,1942.325247,,1942.309927,1942.325247,1943.324933,1943.324933,1943.324933,1943.591115,space,0.2504026,None,1943.59168,0.699918,0.9996423,1944.606619,1944.607197,1944.623375,1944.623375,1944.623375,1948.745782,100,1,[4.12167329993099],[4.121691100066528],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,344,8,28,space,0.2617309,None,100,1,[2.5845651000272483],[2.5845727999694645],28,8,344,9,1948.761263,,1948.746138,1948.761263,1949.743846,1949.743846,1949.762449,1950.010971,space,0.2617309,None,1950.011703,0.1008079,0.3998445,1950.42946,1950.430433,1950.457014,1950.457014,1950.457014,1953.042065,100,1,[2.5845651000272483],[2.5845727999694645],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,345,9,28,space,0.3016894,None,700,1,[1.8688344999682158],[1.8688437999226153],28,9,345,5,1953.057476,,1953.042233,1953.057476,1954.057516,1954.057516,1954.057516,1954.37574,space,0.3016894,None,1954.376684,0.6998914,0.9995551,1955.386358,1955.38776,1955.407049,1955.407049,1955.407049,1957.276187,700,1,[1.8688344999682158],[1.8688437999226153],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,346,10,28,space,0.2863636,None,200,1,[2.4020568002015352],[2.4020625001285225],28,10,346,4,1957.291,,1957.276416,1957.291,1958.290567,1958.290567,1958.290567,1958.590928,space,0.2863636,None,1958.591436,0.4008414,0.7020879,1959.307646,1959.308919,1959.323557,1959.323557,1959.323557,1961.725837,200,1,[2.4020568002015352],[2.4020625001285225],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,347,11,28,space,0.2843886,None,400,1,[1.8197749000974],[1.8197882000822574],28,11,347,7,1961.74069,,1961.72601,1961.74069,1962.740816,1962.740816,1962.740816,1963.025793,space,0.2843886,None,1963.026627,0.3994993,0.6993482,1963.739331,1963.740127,1963.756378,1963.756378,1963.756378,1965.576558,400,1,[1.8197749000974],[1.8197882000822574],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,348,0,29,space,0.2405871,None,700,1,[2.2861685999669135],[2.28618529997766],29,0,348,1,1965.591266,,1965.576865,1965.591266,1966.575251,1966.575251,1966.59233,1966.826316,space,0.2405871,None,1966.827181,0.3993632,0.6989103,1967.538318,1967.539572,1967.556833,1967.556833,1967.556833,1969.843458,700,1,[2.2861685999669135],[2.28618529997766],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,349,1,29,space,0.2873591,None,100,1,[2.2853000999893993],[2.2853117000777274],29,1,349,0,1969.857975,,1969.843833,1969.857975,1970.857775,1970.857775,1970.857775,1971.159269,space,0.2873591,None,1971.160564,0.0993184,0.3983515,1971.578038,1971.579162,1971.606702,1971.606702,1971.606702,1973.892363,100,1,[2.2853000999893993],[2.2853117000777274],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,350,2,29,space,0.2638888,None,500,1,[1.8029261999763548],[1.8029404999688268],29,2,350,7,1973.908206,,1973.892658,1973.908206,1974.908374,1974.908374,1974.908374,1975.173976,space,0.2638888,None,1975.174539,0.4003177,0.7011743,1975.889593,1975.891468,1975.906404,1975.906404,1975.906404,1977.709738,500,1,[1.8029261999763548],[1.8029404999688268],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,351,3,29,space,0.2717099,None,200,1,[1.7849487999919802],[1.7849602999631315],29,3,351,9,1977.725983,,1977.710105,1977.725983,1978.724196,1978.724196,1978.741607,1979.008302,space,0.2717099,None,1979.009157,0.0998932,0.4156831,1979.424114,1979.424776,1979.440343,1979.440343,1979.440343,1981.225623,200,1,[1.7849487999919802],[1.7849602999631315],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,352,4,29,space,0.2638052,None,100,1,[2.5364174998831004],[2.5364270999561995],29,4,352,3,1981.241333,,1981.225867,1981.241333,1982.225232,1982.225232,1982.241265,1982.492104,space,0.2638052,None,1982.492956,0.115615,0.4155348,1982.917836,1982.9192,1982.939815,1982.939815,1982.939815,1985.476539,100,1,[2.5364174998831004],[2.5364270999561995],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,353,5,29,space,0.4803343,None,800,1,[1.8015035998541862],[1.8015130998101085],29,5,353,8,1985.491176,,1985.476801,1985.491176,1986.490928,1986.490928,1986.490928,1986.975728,space,0.4803343,None,1986.976569,0.6996496,0.9995441,1987.986687,1987.988697,1988.005995,1988.005995,1988.005995,1989.807826,800,1,[1.8015035998541862],[1.8015130998101085],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,354,6,29,space,0.4674297,None,300,1,[2.2192250001244247],[2.2192359999753535],29,6,354,10,1989.823713,,1989.808037,1989.823713,1990.807729,1990.807729,1990.824823,1991.275862,space,0.4674297,None,1991.277059,0.4148644,0.7141544,1992.00987,1992.010568,1992.022566,1992.022566,1992.022566,1994.242112,300,1,[2.2192250001244247],[2.2192359999753535],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,355,7,29,space,0.3321922,None,800,1,[2.402374899946153],[2.4023892998229712],29,7,355,11,1994.258581,,1994.242355,1994.258581,1995.257821,1995.257821,1995.274199,1995.591185,space,0.3321922,None,1995.592053,0.6990963,1.0002397,1996.610012,1996.610811,1996.622847,1996.622847,1996.622847,1999.025566,800,1,[2.402374899946153],[2.4023892998229712],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,356,8,29,space,0.2847652,None,700,1,[2.3689724998548627],[2.3689873998519033],29,8,356,4,1999.040725,,1999.025823,1999.040725,2000.024695,2000.024695,2000.04176,2000.324965,space,0.2847652,None,2000.325662,0.4000712,0.6999722,2001.037022,2001.038996,2001.056014,2001.056014,2001.056014,2003.425432,700,1,[2.3689724998548627],[2.3689873998519033],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,357,9,29,space,0.4233714,None,900,1,[1.7189479998778552],[1.7190547999925911],29,9,357,2,2003.440991,,2003.425773,2003.440991,2004.425269,2004.425269,2004.440555,2004.859997,space,0.4233714,None,2004.86114,0.7147472,1.015431,2005.886991,2005.888366,2005.906268,2005.906268,2005.906268,2007.625721,900,1,[1.7189479998778552],[1.7190547999925911],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,358,10,29,space,0.4968256,None,700,1,[2.3848350001499057],[2.384845199994743],29,10,358,5,2007.640313,,2007.625962,2007.640313,2008.64051,2008.64051,2008.64051,2009.142507,space,0.4968256,None,2009.143418,0.7154949,1.0147024,2010.166952,2010.168132,2010.189457,2010.189457,2010.189457,2012.574674,700,1,[2.3848350001499057],[2.384845199994743],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,359,11,29,space,0.2734558,None,200,1,[1.8840574999339879],[1.884066900005564],29,11,359,6,2012.590888,,2012.575076,2012.590888,2013.574393,2013.574393,2013.59145,2013.858858,space,0.2734558,None,2013.859977,0.1147868,0.41583,2014.28933,2014.290994,2014.306323,2014.306323,2014.306323,2016.190645,200,1,[1.8840574999339879],[1.884066900005564],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,360,0,30,space,0.2730593,None,400,1,[1.8511178998742253],[1.851134299999103],30,0,360,5,2016.207606,,2016.190849,2016.207606,2017.190026,2017.190026,2017.206955,2017.474099,space,0.2730593,None,2017.47508,0.700861,1.0003359,2018.487503,2018.488877,2018.50631,2018.50631,2018.50631,2020.357803,400,1,[1.8511178998742253],[1.851134299999103],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,361,1,30,space,0.3153334,None,100,1,[1.8518763999454677],[1.8518945998512208],30,1,361,0,2020.373906,,2020.358044,2020.373906,2021.358168,2021.358168,2021.374307,2021.67522,space,0.3153334,None,2021.676123,0.1156505,0.4151567,2022.10541,2022.106103,2022.122429,2022.122429,2022.122429,2023.974919,100,1,[1.8518763999454677],[1.8518945998512208],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,362,2,30,space,0.3707277,None,200,1,[2.086214300012216],[2.086236499948427],30,2,362,6,2023.990155,,2023.975194,2023.990155,2024.990555,2024.990555,2024.990555,2025.37447,space,0.3707277,None,2025.376097,0.1154474,0.414426,2025.808257,2025.808865,2025.821695,2025.821695,2025.821695,2027.908225,200,1,[2.086214300012216],[2.086236499948427],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,363,3,30,space,0.2247954,None,400,1,[1.5521410000510514],[1.5521493998821825],30,3,363,1,2027.923536,,2027.908422,2027.923536,2028.907134,2028.907134,2028.924046,2029.141034,space,0.2247954,None,2029.14184,0.4150943,0.7161791,2029.875876,2029.876751,2029.888729,2029.888729,2029.888729,2031.441116,400,1,[1.5521410000510514],[1.5521493998821825],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,364,4,30,space,0.1790059,None,100,1,[3.3879367001354694],[3.3879510001279414],30,4,364,9,2031.456652,,2031.441308,2031.456652,2032.440364,2032.440364,2032.456859,2032.624857,space,0.1790059,None,2032.625963,0.1158936,0.4161088,2033.059365,2033.06028,2033.071834,2033.071834,2033.071834,2036.460152,100,1,[3.3879367001354694],[3.3879510001279414],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
