thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Instruction.started,instruction.started,instr_resp.started,Instruction.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,visual_2.started,Fixation_1.started,polygon_2.started,resp.started,Fixation_1.stopped,visual_2.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,Audio.started,Fixation_2.started,sound_1.started,key_resp.started,Fixation_2.stopped,sound_1.stopped,Audio.stopped,trials_3.key_resp.keys,trials_3.key_resp.rt,trials_3.key_resp.duration,trials_2.resp.keys,trials_2.resp.rt,trials_2.resp.duration,trials_4.key_resp.keys,trials_4.key_resp.rt,trials_4.key_resp.duration,Thank_you.started,text.started,text.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,0,15,space,0.14337479998357594,None,,,,,,,,,,,,15,0,15,0,,,,,96.48018159996718,,,,,,,,,96.46574679994956,96.48018159996718,97.46493460005149,97.46493460005149,97.48140779999085,97.61491840006784,,,,,,,,,,,,,,space,0.14337479998357594,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
16,0,16,space,0.10705120000056922,None,,,,,,,,,,,,16,0,16,0,,,,,97.62984109995887,,,,,,,,,97.6152000001166,97.62984109995887,98.61404650006443,98.61404650006443,98.63044560002163,98.73164430004545,,,,,,,,,,,,,,space,0.10705120000056922,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
17,0,17,space,0.10344950016587973,None,,,,,,,,,,,,17,0,17,0,,,,,98.74663559999317,,,,,,,,,98.73195690009743,98.74663559999317,99.73153849993832,99.73153849993832,99.74828370008618,99.84981030016206,,,,,,,,,,,,,,space,0.10344950016587973,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
18,0,18,space,0.08604860003106296,None,,,,,,,,,,,,18,0,18,0,,,,,99.86394060007297,,,,,,,,,99.85021710000001,99.86394060007297,100.86442250013351,100.86442250013351,100.86442250013351,100.96521509997547,,,,,,,,,,,,,,space,0.08604860003106296,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
19,0,19,space,0.11745030013844371,None,,,,,,,,,,,,19,0,19,0,,,,,100.98012510011904,,,,,,,,,100.96557510015555,100.98012510011904,101.96389270015061,101.96389270015061,101.98031920008361,102.09757110010833,,,,,,,,,,,,,,space,0.11745030013844371,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
20,0,20,space,0.05551610002294183,None,,,,,,,,,,,,20,0,20,0,,,,,102.11350290011615,,,,,,,,,102.09774340013973,102.11350290011615,103.09856460010633,103.09856460010633,103.11458560009487,103.16524140001275,,,,,,,,,,,,,,space,0.05551610002294183,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
21,0,21,space,0.0912623000331223,None,,,,,,,,,,,,21,0,21,0,,,,,103.18078529997729,,,,,,,,,103.16553070000373,103.18078529997729,104.1648194999434,104.1648194999434,104.18102240003645,104.26497060013935,,,,,,,,,,,,,,space,0.0912623000331223,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
22,0,22,space,0.08546509989537299,None,,,,,,,,,,,,22,0,22,0,,,,,104.27982880012132,,,,,,,,,104.26526480005123,104.27982880012132,105.28053760016337,105.28053760016337,105.28053760016337,105.38123099994846,,,,,,,,,,,,,,space,0.08546509989537299,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
23,0,23,space,0.0381587001029402,None,,,,,,,,,,,,23,0,23,0,,,,,105.39667290006764,,,,,,,,,105.38143189996481,105.39667290006764,106.38126090005971,106.38126090005971,106.39729660004377,106.43133389996365,,,,,,,,,,,,,,space,0.0381587001029402,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
24,0,24,space,0.07360269990749657,None,,,,,,,,,,,,24,0,24,0,,,,,106.44662620010786,,,,,,,,,106.43157370015979,106.44662620010786,107.43075689999387,107.43075689999387,107.44711569999345,107.5146633000113,,,,,,,,,,,,,,space,0.07360269990749657,None,,,,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
0,0,0,,,,space,0.22035419987514615,None,,,,,,,,,,,,,0,0,0,0,107.5296903999988,,,,,,,,,,,,,,,,,,107.5171034000814,107.5296903999988,109.03039346664833,109.03112079994753,109.03112079994753,,109.2651007999666,,,,,,,space,0.22035419987514615,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
1,0,1,,,,space,0.2235330999828875,None,,,,,,,,,,,,,1,0,1,0,109.29560630000196,,,,,,,,,,,,,,,,,,109.28595359995961,109.29560630000196,110.79619536671477,110.79610619996674,110.79610619996674,,111.02977470005862,,,,,,,space,0.2235330999828875,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
2,0,2,,,,space,0.22264649998396635,None,,,,,,,,,,,,,2,0,2,0,111.06190089997835,,,,,,,,,,,,,,,,,,111.04898760002106,111.06190089997835,112.56376006669986,112.5638917000033,112.5638917000033,,112.79806139995344,,,,,,,space,0.22264649998396635,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
3,0,3,,,,space,0.19680159981362522,None,,,,,,,,,,,,,3,0,3,0,112.8287566001527,,,,,,,,,,,,,,,,,,112.81111160013825,112.8287566001527,114.31490706681895,114.31328080012463,114.3301172000356,,114.51558020012453,,,,,,,space,0.19680159981362522,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
4,0,4,,,,space,0.12280560005456209,None,,,,,,,,,,,,,4,0,4,0,114.5458978000097,,,,,,,,,,,,,,,,,,114.52829240006395,114.5458978000097,116.03059086675445,116.02983330003917,116.04696850012988,,116.16473910002969,,,,,,,space,0.12280560005456209,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
5,0,5,,,,space,0.26191859995014966,None,,,,,,,,,,,,,5,0,5,0,116.19568330002949,,,,,,,,,,,,,,,,,,116.17803109996021,116.19568330002949,117.68062296678933,117.67954810010269,117.69649820006453,,117.94695170014165,,,,,,,space,0.26191859995014966,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
6,0,6,,,,space,0.20542599982582033,None,,,,,,,,,,,,,6,0,6,0,117.97873570001684,,,,,,,,,,,,,,,,,,117.95854030014016,117.97873570001684,119.46230986674006,119.46238990011625,119.47920219996013,,119.68128320015967,,,,,,,space,0.20542599982582033,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
7,0,7,,,,space,0.18997729988768697,None,,,,,,,,,,,,,7,0,7,0,119.71240870002657,,,,,,,,,,,,,,,,,,119.7009640999604,119.71240870002657,121.21345776674958,121.21375000011176,121.21375000011176,,121.41291059996001,,,,,,,space,0.18997729988768697,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
8,0,8,,,,space,0.07716639991849661,None,,,,,,,,,,,,,8,0,8,0,121.44537209998816,,,,,,,,,,,,,,,,,,121.42907200008631,121.44537209998816,122.9314936667836,122.92987520014867,122.94714890001342,,123.01485879998654,,,,,,,space,0.07716639991849661,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
9,0,9,,,,space,0.32132879993878305,None,,,,,,,,,,,,,9,0,9,0,123.04568520002067,,,,,,,,,,,,,,,,,,123.02691949997097,123.04568520002067,124.53138046671326,124.53086529998109,124.5476253000088,,124.8644872000441,,,,,,,space,0.32132879993878305,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
10,0,10,,,,space,0.03686839994043112,None,,,,,,,,,,,,,10,0,10,0,124.89603050006554,,,,,,,,,,,,,,,,,,124.87835859996267,124.89603050006554,126.38003146677899,126.38090710015967,126.39684169995598,,126.43092559999786,,,,,,,space,0.03686839994043112,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
11,0,11,,,,space,0.017771099926903844,None,,,,,,,,,,,,,11,0,11,0,126.46190370013937,,,,,,,,,,,,,,,,,,126.45079040015116,126.46190370013937,127.96437346662084,127.96348080015741,127.96348080015741,,127.98208900005557,,,,,,,space,0.017771099926903844,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
12,0,12,,,,space,0.24800530006177723,None,,,,,,,,,,,,,12,0,12,0,128.0124460000079,,,,,,,,,,,,,,,,,,127.99690890009515,128.0124460000079,129.49718576675903,129.49685330013745,129.5133042000234,,129.74810880003497,,,,,,,space,0.24800530006177723,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
13,0,13,,,,space,0.07630239985883236,None,,,,,,,,,,,,,13,0,13,0,129.77825210010633,,,,,,,,,,,,,,,,,,129.76748050004244,129.77825210010633,131.28029956674825,131.27956430008635,131.27956430008635,,131.36402600002475,,,,,,,space,0.07630239985883236,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
14,0,14,,,,space,0.008824200136587024,None,,,,,,,,,,,,,14,0,14,0,131.3951896999497,,,,,,,,,,,,,,,,,,131.38040270004421,131.3951896999497,132.87973346660536,132.87952330010012,132.89720010012388,,132.8977890999522,,,,,,,space,0.008824200136587024,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
15,0,15,,,,space,0.18823690013960004,None,,,,,,,,,,,,,15,0,15,0,132.92888920009136,,,,,,,,,,,,,,,,,,132.916270500049,132.92888920009136,134.4148091667487,134.4145080000162,134.43150310008787,,134.61500340001658,,,,,,,space,0.18823690013960004,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
16,0,16,,,,space,0.1148388001602143,None,,,,,,,,,,,,,16,0,16,0,134.6452508000657,,,,,,,,,,,,,,,,,,134.6306509000715,134.6452508000657,136.12987496663507,136.1297222999856,136.14640740002505,,136.24871580000035,,,,,,,space,0.1148388001602143,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
17,0,17,,,,space,0.13566719996742904,None,,,,,,,,,,,,,17,0,17,0,136.278419499984,,,,,,,,,,,,,,,,,,136.26669170008972,136.278419499984,137.78042116674285,137.7797956999857,137.7797956999857,,137.93088220013306,,,,,,,space,0.13566719996742904,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
18,0,18,,,,space,0.02647360018454492,None,,,,,,,,,,,,,18,0,18,0,137.96167430002242,,,,,,,,,,,,,,,,,,137.94780650013126,137.96167430002242,139.44618506665964,139.446641900111,139.46383789996617,,139.48211640003137,,,,,,,space,0.02647360018454492,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
19,0,19,,,,space,0.20581289986148477,None,,,,,,,,,,,,,19,0,19,0,139.51235150010325,,,,,,,,,,,,,,,,,,139.49699890008196,139.51235150010325,140.9965816666993,140.99672890012152,141.01321980007924,,141.21354630007409,,,,,,,space,0.20581289986148477,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
20,0,20,,,,space,0.16586259985342622,None,,,,,,,,,,,,,20,0,20,0,141.24559070006944,,,,,,,,,,,,,,,,,,141.22933520004153,141.24559070006944,142.72998966678668,142.73074050014839,142.7468433000613,,142.89815040002577,,,,,,,space,0.16586259985342622,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
21,0,21,,,,space,0.00451849983073771,None,,,,,,,,,,,,,21,0,21,0,142.92827729997225,,,,,,,,,,,,,,,,,,142.91121800011024,142.92827729997225,144.414629866664,144.41429940005764,144.43117580004036,,144.432060000021,,,,,,,space,0.00451849983073771,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
22,0,22,,,,space,0.005237800069153309,None,,,,,,,,,,,,,22,0,22,0,144.46237120009027,,,,,,,,,,,,,,,,,,144.44681530003436,144.46237120009027,145.9469745667341,145.9462745001074,145.96299710008316,,145.96366619993933,,,,,,,space,0.005237800069153309,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
23,0,23,,,,space,0.014440899947658181,None,,,,,,,,,,,,,23,0,23,0,145.9952996999491,,,,,,,,,,,,,,,,,,145.98033279995434,145.9952996999491,147.4792105667914,147.48021059995517,147.49656090000644,,147.49741660011932,,,,,,,space,0.014440899947658181,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
24,0,24,,,,space,0.04912300012074411,None,,,,,,,,,,,,,24,0,24,0,147.5282831999939,,,,,,,,,,,,,,,,,,147.517504400108,147.5282831999939,149.02872876666177,149.02893660007976,149.02893660007976,,149.08183840010315,,,,,,,space,0.04912300012074411,None,,,,,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.09770460007712,149.1122417000588,152.11284440010786,152.09662730013952,001,001,2025-11-08_17h43.04.804,Cross-Modal Reaction Time Task,,2025.1.1,60.08138626403041,2025-11-08 17h43.54.650683 +0530,
