thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Instruction.started,instruction.started,instr_resp.started,Instruction.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,visual_2.started,Fixation_1.started,polygon_2.started,resp.started,Fixation_1.stopped,visual_2.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,Audio.started,Fixation_2.started,Fixation_2.stopped,sound_1.started,key_resp.started,Audio.stopped,trials_3.key_resp.keys,trials_3.key_resp.rt,trials_3.key_resp.duration,trials_2.resp.keys,trials_2.resp.rt,trials_2.resp.duration,trials_4.key_resp.keys,trials_4.key_resp.rt,trials_4.key_resp.duration,Thank_you.started,text.started,text.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
4,0,4,,,,space,0.17615789989940822,None,,,,,,,,,,,,,4,0,4,0,107.86542350007221,,,,,,,,,,,,,,,,,,107.85458869999275,107.86542350007221,108.86758550000377,108.8674192666697,108.86758550000377,109.05108530004509,,,,,,,space,0.17615789989940822,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
5,0,5,,,,space,0.16085679992102087,None,,,,,,,,,,,,,5,0,5,0,109.08236870006658,,,,,,,,,,,,,,,,,,109.06286960002035,109.08236870006658,110.08401259989478,110.06829466653677,110.06809219997376,110.23334029992111,,,,,,,space,0.16085679992102087,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
6,0,6,,,,space,0.05804639984853566,None,,,,,,,,,,,,,6,0,6,0,110.26554160006344,,,,,,,,,,,,,,,,,,110.25036649988033,110.26554160006344,111.26763499993831,111.2511269667341,111.25062899990007,111.31826510000974,,,,,,,space,0.05804639984853566,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
7,0,7,,,,space,0.3965911001432687,None,,,,,,,,,,,,,7,0,7,0,111.34960879990831,,,,,,,,,,,,,,,,,,111.3300868999213,111.34960879990831,112.35166459996253,112.33314916660699,112.33349230000749,112.73496699985117,,,,,,,space,0.3965911001432687,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
8,0,8,,,,space,0.24201529985293746,None,,,,,,,,,,,,,8,0,8,0,112.76555889984593,,,,,,,,,,,,,,,,,,112.75280310004018,112.76555889984593,113.7674748999998,113.7504257665171,113.75071419985034,114.00169870001264,,,,,,,space,0.24201529985293746,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
9,0,9,,,,space,0.1716654000338167,None,,,,,,,,,,,,,9,0,9,0,114.03290180000477,,,,,,,,,,,,,,,,,,114.01526740007102,114.03290180000477,115.03398509998806,115.01741046650956,115.01753529999405,115.20199660002254,,,,,,,space,0.1716654000338167,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
10,0,10,,,,space,0.2248945999890566,None,,,,,,,,,,,,,10,0,10,0,115.23257560003549,,,,,,,,,,,,,,,,,,115.22187829995528,115.23257560003549,116.23459589993581,116.23510626663143,116.23459589993581,116.46764469984919,,,,,,,space,0.2248945999890566,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
11,0,11,,,,space,0.1180249999742955,None,,,,,,,,,,,,,11,0,11,0,116.49907339992933,,,,,,,,,,,,,,,,,,116.48160299984738,116.49907339992933,117.50211580004543,117.48405886657225,117.48455079994164,117.61833669990301,,,,,,,space,0.1180249999742955,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
12,0,12,,,,space,0.2822643001563847,None,,,,,,,,,,,,,12,0,12,0,117.6488019998651,,,,,,,,,,,,,,,,,,117.63419550005347,117.6488019998651,118.64951799996197,118.63296436664338,118.63287879992276,118.91864779987372,,,,,,,space,0.2822643001563847,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
13,0,13,,,,space,0.228427599882707,None,,,,,,,,,,,,,13,0,13,0,118.94913559989072,,,,,,,,,,,,,,,,,,118.93947799992748,118.94913559989072,119.95051490003243,119.9501883665255,119.95051490003243,120.18346449988894,,,,,,,space,0.228427599882707,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
14,0,14,,,,space,0.063327900134027,None,,,,,,,,,,,,,14,0,14,0,120.21525679994375,,,,,,,,,,,,,,,,,,120.20430330000818,120.21525679994375,121.21738509996794,121.2177543666369,121.21738509996794,121.28462339984253,,,,,,,space,0.063327900134027,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
15,0,15,,,,space,0.07010550005361438,None,,,,,,,,,,,,,15,0,15,0,121.31579110003076,,,,,,,,,,,,,,,,,,121.30260879988782,121.31579110003076,122.3173911999911,122.30113596661637,122.30063489987515,122.38409289997071,,,,,,,space,0.07010550005361438,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
16,0,16,,,,space,0.20755870011635125,None,,,,,,,,,,,,,16,0,16,0,122.41614619991742,,,,,,,,,,,,,,,,,,122.40546380006708,122.41614619991742,123.41769919986837,123.41753356653886,123.41769919986837,123.63404859998263,,,,,,,space,0.20755870011635125,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
17,0,17,,,,space,0.017595899989828467,None,,,,,,,,,,,,,17,0,17,0,123.66565739992075,,,,,,,,,,,,,,,,,,123.65401759999804,123.66565739992075,124.66747649991885,124.66728406661811,124.66747649991885,124.70173570001498,,,,,,,space,0.017595899989828467,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
18,0,18,,,,space,0.198009799933061,None,,,,,,,,,,,,,18,0,18,0,124.73237439990044,,,,,,,,,,,,,,,,,,124.72036239993758,124.73237439990044,125.73384019988589,125.73382066662113,125.73384019988589,125.93555699987337,,,,,,,space,0.198009799933061,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
19,0,19,,,,space,0.02923179999925196,None,,,,,,,,,,,,,19,0,19,0,125.96634799987078,,,,,,,,,,,,,,,,,,125.95422689989209,125.96634799987078,126.96742019988596,126.96693906659881,126.96742019988596,127.00153999985196,,,,,,,space,0.02923179999925196,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
20,0,20,,,,space,0.1960052999202162,None,,,,,,,,,,,,,20,0,20,0,127.03172519989312,,,,,,,,,,,,,,,,,,127.0228524999693,127.03172519989312,128.03336160001345,128.0338752666178,128.03336160001345,128.23465880006552,,,,,,,space,0.1960052999202162,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
21,0,21,,,,space,0.03505770000629127,None,,,,,,,,,,,,,21,0,21,0,128.26642869994976,,,,,,,,,,,,,,,,,,128.25270870001987,128.26642869994976,129.26679300004616,129.26676486671593,129.26679300004616,129.3184004998766,,,,,,,space,0.03505770000629127,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
22,0,22,,,,space,0.11669150018133223,None,,,,,,,,,,,,,22,0,22,0,129.34880249993876,,,,,,,,,,,,,,,,,,129.3399383998476,129.34880249993876,130.35080719995312,130.3500383666872,130.35080719995312,130.4684059000574,,,,,,,space,0.11669150018133223,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
23,0,23,,,,space,0.16870120004750788,None,,,,,,,,,,,,,23,0,23,0,130.4988615999464,,,,,,,,,,,,,,,,,,130.48427450004965,130.4988615999464,131.50049989996478,131.48390086653333,131.48326230002567,131.66767519991845,,,,,,,space,0.16870120004750788,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
24,0,24,,,,space,0.4654916999861598,None,,,,,,,,,,,,,24,0,24,0,131.69890789990313,,,,,,,,,,,,,,,,,,131.68402999988757,131.69890789990313,132.70024159993045,132.6840027666806,132.68512839986943,133.1527853999287,,,,,,,space,0.4654916999861598,None,,,,,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.17299399990588,133.18221600004472,136.183530600043,136.16739169997163,004,001,2025-11-10_17h08.16.190,Cross-Modal Reaction Time Task,,2025.1.1,60.15497122639764,2025-11-10 17h08.26.162764 +0530,
