reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
35,37,30,21,21,0,l,1.4231406999751925,None,0,21,21,94,71.43317299988121,,71.42389259999618,71.43317299988121,72.41810919996351,72.41810919996351,72.4346547999885,73.85126549983397,l,1.4231406999751925,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
11,13,90,22,22,0,l,1.7651240001432598,None,0,22,22,6,73.86638449993916,,73.85612509981729,73.86638449993916,74.85132459993474,74.85132459993474,74.86788259982131,76.61897179996595,l,1.7651240001432598,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,98,180,23,23,0,l,1.0179766998626292,None,0,23,23,67,76.63397889980115,,76.62366159982048,76.63397889980115,77.6186585999094,77.6186585999094,77.63568879989907,78.650815699948,l,1.0179766998626292,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,23,365,24,24,0,t,2.5027242999058217,None,0,24,24,18,78.66737419995479,,78.65474579995498,78.66737419995479,79.65036689979024,79.65036689979024,79.66728249983862,82.16758489981294,t,2.5027242999058217,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,44,60,25,25,0,l,1.245551000116393,None,0,25,25,35,82.1831569999922,,82.17208849987946,82.1831569999922,83.16810499993153,83.16810499993153,83.18405659985729,84.41806169995107,l,1.245551000116393,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,41,7,26,26,0,t,1.2833579999860376,None,0,26,26,31,84.43280589999631,,84.42316659982316,84.43280589999631,85.41707639978267,85.41707639978267,85.43343039997853,86.7161471999716,t,1.2833579999860376,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
11,14,180,27,27,0,l,0.7931474999058992,None,0,27,27,7,86.73229620000347,,86.71888669999316,86.73229620000347,87.71728340000845,87.71728340000845,87.73335170000792,88.51722809998319,l,0.7931474999058992,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
27,29,30,28,28,0,l,1.8579254001379013,None,0,28,28,24,88.53311969991773,,88.52069899998605,88.53311969991773,89.51741019985639,89.51741019985639,89.534329299815,91.3851851997897,l,1.8579254001379013,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,41,1,29,29,0,l,1.4141815998591483,None,0,29,29,30,91.40039639989845,,91.39037469984032,91.40039639989845,92.40011359984055,92.40011359984055,92.40011359984055,93.81917799985968,l,1.4141815998591483,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,44,180,30,30,0,l,1.6370293002109975,None,0,30,30,97,93.83372809994034,,93.8265601999592,93.83372809994034,94.83309769979678,94.83309769979678,94.83309769979678,96.48483119998127,l,1.6370293002109975,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,36,14,31,31,0,l,1.649823000188917,None,0,31,31,92,96.50031549995765,,96.48968499992043,96.50031549995765,97.50040339981206,97.50040339981206,97.50040339981206,99.1662059999071,l,1.649823000188917,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,80,14,32,32,0,t,0.83988539990969,None,0,32,32,62,99.18238769983873,,99.16978549980558,99.18238769983873,100.16789149981923,100.16789149981923,100.1837649999652,101.01802899991162,t,0.83988539990969,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,53,365,33,33,0,l,2.514467899920419,None,0,33,33,98,101.03333409992047,,101.02361139981076,101.03333409992047,102.01732939993963,102.01732939993963,102.03400789992884,104.5349512998946,l,2.514467899920419,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,16,7,34,34,0,t,0.9873242999892682,None,0,34,34,11,104.5499690999277,,104.54017119994387,104.5499690999277,105.55049539986067,105.55049539986067,105.55049539986067,106.55135809979402,t,0.9873242999892682,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,42,21,35,35,0,t,1.7486916999332607,None,0,35,35,33,106.56691569997929,,106.55652499990538,106.56691569997929,107.56625199993141,107.56625199993141,107.56625199993141,109.31729619996622,t,1.7486916999332607,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,41,14,36,36,0,t,1.0556729000527412,None,0,36,36,32,109.33301129983738,,109.32205179985613,109.33301129983738,110.31748909992166,110.31748909992166,110.33372759982012,111.38487849989906,t,1.0556729000527412,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
11,12,21,37,37,0,t,2.8623560999985784,None,0,37,37,3,111.40001189988106,,111.3901923999656,111.40001189988106,112.38383549987338,112.38383549987338,112.4009038999211,115.25144719984382,t,2.8623560999985784,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,70,730,38,38,0,l,1.1195016000419855,None,0,38,38,99,115.26591610000469,,115.25815759995021,115.26591610000469,116.26645849994384,116.26645849994384,116.26645849994384,117.4006536998786,l,1.1195016000419855,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,79,1,39,39,0,t,1.2040961999446154,None,0,39,39,60,117.41698579979129,,117.40562789980322,117.41698579979129,118.39987119985744,118.39987119985744,118.41661389986984,119.61604599980637,t,1.2040961999446154,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,156,730,40,40,0,l,1.451577499974519,None,0,40,40,69,119.63265609997325,,119.61838659993373,119.63265609997325,120.61603109980933,120.61603109980933,120.6335187999066,122.06811799993739,l,1.451577499974519,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,21,14,41,41,0,t,1.4421111999545246,None,0,41,41,82,122.08300689980388,,122.07219819980673,122.08300689980388,123.08277399977669,123.08277399977669,123.08277399977669,124.53248329996131,t,1.4421111999545246,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
67,68,7,42,42,0,l,1.510871599894017,None,0,42,42,51,124.54881929978728,,124.53477469994687,124.54881929978728,125.5329611999914,125.5329611999914,125.54948119982146,127.05059799994342,l,1.510871599894017,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,16,1,43,43,0,l,2.108227200107649,None,0,43,43,10,127.06634769984521,,127.05572989978828,127.06634769984521,128.05007349979132,128.05007349979132,128.06682089995593,130.16556339990348,l,2.108227200107649,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,17,60,44,44,0,l,1.7386741999071091,None,0,44,44,15,130.18196699977852,,130.16925859986804,130.18196699977852,131.16621659998782,131.16621659998782,131.18325109989382,132.91715699993074,l,1.7386741999071091,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,52,30,45,45,0,l,1.2891795998439193,None,0,45,45,44,132.93225389998406,,132.92210849979892,132.93225389998406,133.91733109997585,133.91733109997585,133.93410839978606,135.21687749982812,l,1.2891795998439193,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,21,1,46,46,0,l,3.2848256998695433,None,0,46,46,80,135.23271359992214,,135.2220235997811,135.23271359992214,136.2167217999231,136.2167217999231,136.2334215999581,139.51622379990295,l,3.2848256998695433,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,19,180,47,47,0,t,2.8558016000315547,None,0,47,47,17,139.53227199986577,,139.5193140998017,139.53227199986577,140.51693199994043,140.51693199994043,140.5336242998019,143.38283249991946,t,2.8558016000315547,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,80,730,48,48,0,t,0.6251689998898655,None,0,48,48,39,143.39917359990068,,143.38690129993483,143.39917359990068,144.38270219997503,144.38270219997503,144.39884169981815,145.01749149989337,t,0.6251689998898655,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
27,28,7,49,49,0,l,0.4387340000830591,None,0,49,49,21,145.03250069986098,,145.02326109982096,145.03250069986098,146.03310829983093,146.03310829983093,146.03310829983093,146.4845107998699,l,0.4387340000830591,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,50,180,50,50,0,t,0.40897560003213584,None,0,50,50,37,146.49913959996775,,146.49015909992158,146.49913959996775,147.48351379996166,147.48351379996166,147.49956989986822,147.90009739995003,t,0.40897560003213584,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,50,14,51,51,0,t,0.37235700013116,None,0,51,51,42,147.91538099991158,,147.90640839980915,147.91538099991158,148.9004112998955,148.9004112998955,148.91819039988331,149.2842692998238,t,0.37235700013116,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,50,1,52,52,0,l,1.5812798000406474,None,0,52,52,40,149.29913089983165,,149.29194069979712,149.29913089983165,150.29886829992756,150.29886829992756,150.29886829992756,151.88166589988396,l,1.5812798000406474,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,79,7,53,53,0,l,0.8569774001371115,None,0,53,53,61,151.89813959994353,,151.88380689988844,151.89813959994353,152.88253289996646,152.88253289996646,152.89965159981512,153.75081979995593,l,0.8569774001371115,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,30,365,54,54,0,l,0.9800958998966962,None,0,54,54,88,153.76584869995713,,153.75682089990005,153.76584869995713,154.74905260000378,154.74905260000378,154.7659972999245,155.73468699981458,l,0.9800958998966962,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
27,31,90,55,55,0,l,2.514917999971658,None,0,55,55,26,155.74930479982868,,155.74026299989782,155.74930479982868,156.74949599988759,156.74949599988759,156.74949599988759,159.26683689979836,l,2.514917999971658,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,36,7,56,56,0,l,1.5684483000077307,None,0,56,56,91,159.28162089991383,,159.2731176998932,159.28162089991383,160.26648329989985,160.26648329989985,160.28344749985263,161.8498395998031,l,1.5684483000077307,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,21,21,57,57,0,t,1.2138762001413852,None,0,57,57,83,161.86643889988773,,161.85391499986872,161.86643889988773,162.84971819981,162.84971819981,162.8664854997769,164.06633719988167,t,1.2138762001413852,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
67,69,21,58,58,0,t,0.6249903000425547,None,0,58,58,53,164.08192159980536,,164.0698596998118,164.08192159980536,165.0658768999856,165.0658768999856,165.08262359979562,165.70004749996588,t,0.6249903000425547,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,56,90,59,59,0,l,1.5644105998799205,None,0,59,59,46,165.7154449999798,,165.7049007997848,165.7154449999798,166.69996569980867,166.69996569980867,166.71694729989395,168.2687404998578,l,1.5644105998799205,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
27,28,14,60,60,0,t,1.2838626999873668,None,0,60,60,22,168.2827543998137,,168.27545289997943,168.2827543998137,169.28244129987434,169.28244129987434,169.28244129987434,170.58230549981818,t,1.2838626999873668,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
67,134,730,61,61,0,t,1.5240630998741835,None,0,61,61,59,170.59811039990745,,170.58615159988403,170.59811039990745,171.58265699981712,171.58265699981712,171.59904000000097,173.11707369983196,t,1.5240630998741835,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,51,21,62,62,0,l,2.517480199923739,None,0,62,62,43,173.13210959988646,,173.12350829993375,173.13210959988646,174.13243669993244,174.13243669993244,174.13243669993244,176.65046649985015,l,2.517480199923739,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
5,6,1,63,63,0,l,1.876971600111574,None,0,63,63,70,176.6649964998942,,176.65454839984886,176.6649964998942,177.6493855000008,177.6493855000008,177.66617330000736,179.5329175000079,l,1.876971600111574,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,23,90,64,64,0,l,2.194687800016254,None,0,64,64,86,179.54885859997012,,179.54008939978667,179.54885859997012,180.53235269989818,180.53235269989818,180.5483390998561,182.73286689980887,l,2.194687800016254,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
5,10,730,65,65,0,t,0.03794399998150766,None,0,65,65,79,182.74833239987493,,182.73749929992482,182.74833239987493,183.73279039980844,183.73279039980844,183.74898199993186,183.78344999998808,t,0.03794399998150766,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
35,36,1,66,66,0,l,1.6286677001044154,None,0,66,66,90,183.7983416998759,,183.78852749988437,183.7983416998759,184.78197819995694,184.78197819995694,184.79872499988414,186.41621860000305,l,1.6286677001044154,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
67,84,180,67,67,0,l,1.114466300001368,None,0,67,67,57,186.43164229998365,,186.42099189991131,186.43164229998365,187.41653449996375,187.41653449996375,187.43278719997033,188.53278879984282,l,1.114466300001368,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,45,90,68,68,0,l,0.18089439999312162,None,0,68,68,36,188.54817609977908,,188.53872929979116,188.54817609977908,189.5324452999048,189.5324452999048,189.54890749999322,189.71845849999227,l,0.18089439999312162,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
5,6,21,69,69,0,l,0.13177730003371835,None,0,69,69,73,189.73194889980368,,189.72430919995531,189.73194889980368,190.7322011999786,190.7322011999786,190.7322011999786,190.8660050998442,l,0.13177730003371835,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
78,82,30,70,70,0,t,0.09115349990315735,None,0,70,70,64,190.88153079990298,,190.87101389979944,190.88153079990298,191.86616949993186,191.86616949993186,191.8833627998829,191.96643509995192,t,0.09115349990315735,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
15,17,90,71,71,0,l,1.1886306998785585,None,0,71,71,16,191.98228479991667,,191.97166479984298,191.98228479991667,192.9824091999326,192.9824091999326,192.9824091999326,194.1835165999364,l,1.1886306998785585,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,54,60,72,72,0,t,0.36499489983543754,None,0,72,72,45,194.20204729982652,,194.19076319993474,194.20204729982652,195.19888539984822,195.19888539984822,195.21570279984735,195.5674565997906,t,0.36499489983543754,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,40,730,73,73,0,t,0.23151890002191067,None,0,73,73,89,195.58147719991393,,195.5736748999916,195.58147719991393,196.58063949993812,196.58063949993812,196.58063949993812,196.81685169995762,t,0.23151890002191067,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
11,12,7,74,74,0,l,2.009527300018817,None,0,74,74,1,196.83154519996606,,196.8231146999169,196.83154519996606,197.83215199992992,197.83215199992992,197.83215199992992,199.8496400997974,l,2.009527300018817,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
20,25,180,75,75,0,l,1.5341119000222534,None,0,75,75,87,199.86515689990483,,199.8548091999255,199.86515689990483,200.86405859980732,200.86405859980732,200.8808657999616,202.40037139994092,l,1.5341119000222534,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
5,6,30,76,76,0,t,0.9597275999840349,None,0,76,76,74,202.4154742998071,,202.406327100005,202.4154742998071,203.4161019998137,203.4161019998137,203.4161019998137,204.382738399785,t,0.9597275999840349,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
11,17,365,77,77,0,l,0.2952299998141825,None,0,77,77,8,204.3986544997897,,204.38842509989627,204.3986544997897,205.39853689982556,205.39853689982556,205.39853689982556,205.69905069982633,l,0.2952299998141825,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
40,60,365,78,78,0,t,0.05921919993124902,None,0,78,78,38,205.71465369989164,,205.70324529986829,205.71465369989164,206.69927449990064,206.69927449990064,206.71652709995396,206.76640599989332,t,0.05921919993124902,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
27,34,180,79,79,0,l,3.456381799886003,None,0,79,79,27,206.78219389985316,,206.77170809987,206.78219389985316,207.78128100000322,207.78128100000322,207.79773969994858,211.2487634997815,l,3.456381799886003,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
49,74,365,80,80,0,l,3.1031680000014603,None,0,80,80,48,211.26450049993582,,211.25239669997245,211.26450049993582,212.24744859989733,212.24744859989733,212.26509159989655,215.3665372999385,l,3.1031680000014603,None,004,001,2025-11-04_21h01.52.782,Delay Discounting,,2025.1.1,59.53844610622619,2025-11-04 21h02.12.030364 +0530,
