thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Instruction.started,instruction.started,instr_resp.started,Instruction.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,visual_2.started,Fixation_1.started,polygon_2.started,resp.started,Fixation_1.stopped,visual_2.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,Audio.started,Fixation_2.started,sound_1.started,key_resp.started,Fixation_2.stopped,Audio.stopped,trials_3.key_resp.keys,trials_3.key_resp.rt,trials_3.key_resp.duration,trials_2.resp.keys,trials_2.resp.rt,trials_2.resp.duration,trials_4.key_resp.keys,trials_4.key_resp.rt,trials_4.key_resp.duration,Thank_you.started,text.started,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
12,0,12,,,,space,0.1424158001318574,None,,,,,,,,,,,,,12,0,12,0,111.02393909986131,,,,,,,,,,,,,,,,,,111.00824450002983,111.02393909986131,112.00948756660024,112.00957100000232,112.02605869993567,112.1611701999791,,,,,,,space,0.1424158001318574,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
13,0,13,,,,space,0.16435750015079975,None,,,,,,,,,,,,,13,0,13,0,112.19116940000094,,,,,,,,,,,,,,,,,,112.1818948998116,112.19116940000094,113.1933458666938,113.19257479999214,113.19257479999214,113.35968989995308,,,,,,,space,0.16435750015079975,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
14,0,14,,,,space,0.18924389989115298,None,,,,,,,,,,,,,14,0,14,0,113.39097039983608,,,,,,,,,,,,,,,,,,113.37012209999375,113.39097039983608,114.37609256647217,114.37536389986053,114.39182329992764,114.5760367999319,,,,,,,space,0.18924389989115298,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
15,0,15,,,,space,0.1798511000815779,None,,,,,,,,,,,,,15,0,15,0,114.6073234998621,,,,,,,,,,,,,,,,,,114.59184709982947,114.6073234998621,115.59267476649644,115.59233199991286,115.6096274999436,115.77676579984836,,,,,,,space,0.1798511000815779,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
16,0,16,,,,space,0.17963430006057024,None,,,,,,,,,,,,,16,0,16,0,115.80734189995565,,,,,,,,,,,,,,,,,,115.79820879991166,115.80734189995565,116.8100515665176,116.80956009984948,116.80956009984948,116.99368479987606,,,,,,,space,0.17963430006057024,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
17,0,17,,,,space,0.19857560005038977,None,,,,,,,,,,,,,17,0,17,0,117.02384179993533,,,,,,,,,,,,,,,,,,117.01237539993599,117.02384179993533,118.02644246659862,118.02573649981059,118.02573649981059,118.2264754998032,,,,,,,space,0.19857560005038977,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
18,0,18,,,,space,0.1840927000157535,None,,,,,,,,,,,,,18,0,18,0,118.25810440001078,,,,,,,,,,,,,,,,,,118.24185099988244,118.25810440001078,119.24198916653792,119.24226769991219,119.25912409997545,119.42722189985216,,,,,,,space,0.1840927000157535,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
19,0,19,,,,space,0.16126039996743202,None,,,,,,,,,,,,,19,0,19,0,119.4574950998649,,,,,,,,,,,,,,,,,,119.43687670002691,119.4574950998649,120.44271196664,120.44227459980175,120.45909289992414,120.60874990001321,,,,,,,space,0.16126039996743202,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
20,0,20,,,,space,0.2406611000187695,None,,,,,,,,,,,,,20,0,20,0,120.64086439996026,,,,,,,,,,,,,,,,,,120.62815209990367,120.64086439996026,121.62656166666808,121.62595379981212,121.64310749992728,121.87618329981342,,,,,,,space,0.2406611000187695,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
21,0,21,,,,space,0.14294590009376407,None,,,,,,,,,,,,,21,0,21,0,121.9076951998286,,,,,,,,,,,,,,,,,,121.8893004998099,121.9076951998286,122.89147056668686,122.89148329989985,122.90827140002511,123.04321289993823,,,,,,,space,0.14294590009376407,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
22,0,22,,,,space,0.22096069995313883,None,,,,,,,,,,,,,22,0,22,0,123.07433859980665,,,,,,,,,,,,,,,,,,123.05833809985779,123.07433859980665,124.05963576661112,124.05971159995534,124.07614249992184,124.29322819993831,,,,,,,space,0.22096069995313883,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
23,0,23,,,,space,0.11696150014176965,None,,,,,,,,,,,,,23,0,23,0,124.32400409993716,,,,,,,,,,,,,,,,,,124.30787269980647,124.32400409993716,125.309413566549,125.30881479987875,125.32581109995954,125.42684219987132,,,,,,,space,0.11696150014176965,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
24,0,24,,,,space,0.05586979980580509,None,,,,,,,,,,,,,24,0,24,0,125.45852619991638,,,,,,,,,,,,,,,,,,125.44016249990091,125.45852619991638,126.44241406658354,126.44199079996906,126.45868689985946,126.51030049985275,,,,,,,space,0.05586979980580509,None,,,,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52969579980709,126.54063989990391,129.57433969993144,003,001,2025-11-08_18h08.01.969,Cross-Modal Reaction Time Task,,2025.1.1,59.57519312513959,2025-11-08 18h08.11.652551 +0530,
