thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
76,0,76,[np.float64(-0.13)],[np.float64(-0.16)],[1],[0],[0],[2.6024759000283666],['Target'],76,0,76,0,179.48985650000395,,10,179.47378810000373,179.48985650000395,179.48985650000395,0.02972689998568967,182.07635420002043,[np.float64(-0.13)],[np.float64(-0.16)],[1],[0],[0],[2.6024759000283666],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
77,0,77,[np.float64(0.49166666666666664)],[np.float64(0.37833333333333335)],[1],[0],[0],[2.1048027999931946],['Target'],77,0,77,0,182.17175950005185,,10,182.15605170000345,182.17175950005185,182.17175950005185,0.07949309999821708,184.2610008000047,[np.float64(0.49166666666666664)],[np.float64(0.37833333333333335)],[1],[0],[0],[2.1048027999931946],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
78,0,78,[np.float64(-0.41833333333333333)],[np.float64(0.26)],[1],[0],[0],[1.7635388000053354],['Target'],78,0,78,0,184.28835580003215,,5,184.27829790004762,184.28835580003215,184.28835580003215,0.01697009999770671,186.0419380000094,[np.float64(-0.41833333333333333)],[np.float64(0.26)],[1],[0],[0],[1.7635388000053354],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
79,0,79,[np.float64(-0.11)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.3356408000108786],['Target'],79,0,79,0,186.07149090000894,,5,186.0570096000447,186.07149090000894,186.07149090000894,0.014904499985277653,187.39274820004357,[np.float64(-0.11)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.3356408000108786],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
80,0,80,[np.float64(0.29833333333333334)],[np.float64(0.315)],[1],[0],[0],[1.5043916999711655],['Target'],80,0,80,0,187.43915980000747,,10,187.42191140004434,187.43915980000747,187.43915980000747,0.028977899986784905,188.92640830000164,[np.float64(0.29833333333333334)],[np.float64(0.315)],[1],[0],[0],[1.5043916999711655],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
81,0,81,[np.float64(-0.33166666666666667)],[np.float64(0.4066666666666667)],[1],[0],[0],[4.893751399999019],['Target'],81,0,81,0,188.97213300003204,,10,188.94898450002074,188.97213300003204,188.97213300003204,0.022356700035743415,193.84284230001504,[np.float64(-0.33166666666666667)],[np.float64(0.4066666666666667)],[1],[0],[0],[4.893751399999019],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
82,0,82,[np.float64(-0.06666666666666667)],[np.float64(-0.025)],[1],[0],[0],[2.9602380999713205],['Target'],82,0,82,0,193.88838820002275,,10,193.86475010000868,193.88838820002275,193.88838820002275,0.021673600014764816,196.82508440001402,[np.float64(-0.06666666666666667)],[np.float64(-0.025)],[1],[0],[0],[2.9602380999713205],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
83,0,83,[np.float64(-0.4666666666666667)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.4854170000180602],['Target'],83,0,83,0,196.85510960000101,,5,196.84041130001424,196.85510960000101,196.85510960000101,0.015133899985812604,198.32592810003553,[np.float64(-0.4666666666666667)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.4854170000180602],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
84,0,84,[np.float64(0.25)],[np.float64(-0.315)],[1],[0],[0],[1.6835100000025705],['Target'],84,0,84,0,198.35512459999882,,5,198.34278440003982,198.35512459999882,198.35512459999882,0.016694999998435378,200.02640650002286,[np.float64(0.25)],[np.float64(-0.315)],[1],[0],[0],[1.6835100000025705],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
85,0,85,[np.float64(0.04833333333333333)],[np.float64(-0.105)],[1],[0],[0],[1.6709943999885581],['Target'],85,0,85,0,200.0714157000184,,10,200.05503360001603,200.0714157000184,200.0714157000184,0.028450199984945357,201.72611890005646,[np.float64(0.04833333333333333)],[np.float64(-0.105)],[1],[0],[0],[1.6709943999885581],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
86,0,86,[np.float64(-0.14666666666666667)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.9658024000236765],['Target'],86,0,86,0,201.7550514000468,,5,201.74063350004144,201.7550514000468,201.7550514000468,0.014326000004075468,203.706491000019,[np.float64(-0.14666666666666667)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.9658024000236765],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
87,0,87,[np.float64(0.48)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.7903204999747686],['Target'],87,0,87,0,203.73834940005327,,5,203.71776670002146,203.73834940005327,203.73834940005327,0.011163200018927455,205.5081734000123,[np.float64(0.48)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.7903204999747686],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
88,0,88,[np.float64(-0.02666666666666667)],[np.float64(-0.12166666666666667)],[1],[0],[0],[1.3394553000107408],['Target'],88,0,88,0,205.5380395000102,,5,205.51984390005236,205.5380395000102,205.5380395000102,0.01151510002091527,206.85940740001388,[np.float64(-0.02666666666666667)],[np.float64(-0.12166666666666667)],[1],[0],[0],[1.3394553000107408],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
89,0,89,[np.float64(-0.43333333333333335)],[np.float64(0.37166666666666665)],[1],[0],[0],[1.7146930999588221],['Target'],89,0,89,0,206.88792680000188,,5,206.8765138000017,206.88792680000188,206.88792680000188,0.016941000008955598,208.5913058000151,[np.float64(-0.43333333333333335)],[np.float64(0.37166666666666665)],[1],[0],[0],[1.7146930999588221],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
90,0,90,[np.float64(-0.3016666666666667)],[np.float64(-0.205)],[1],[0],[0],[2.042337100021541],['Target'],90,0,90,0,208.6379451000248,,10,208.61640680005075,208.6379451000248,208.6379451000248,0.024902499979361892,210.6588419000036,[np.float64(-0.3016666666666667)],[np.float64(-0.205)],[1],[0],[0],[2.042337100021541],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
91,0,91,[np.float64(-0.13166666666666665)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.5511764999828301],['Target'],91,0,91,0,210.6883807000122,,5,210.6731433000532,210.6883807000122,210.6883807000122,0.014103699999395758,212.22440710000228,[np.float64(-0.13166666666666665)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.5511764999828301],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
92,0,92,[np.float64(0.235)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.6391599000198767],['Target'],92,0,92,0,212.25503160001244,,5,212.23772080003982,212.25503160001244,212.25503160001244,0.013149299949873239,213.8770191000076,[np.float64(0.235)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.6391599000198767],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
93,0,93,[np.float64(-0.41333333333333333)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.7790890000178479],['Target'],93,0,93,0,213.904815100017,,5,213.89471560000675,213.904815100017,213.904815100017,0.017474799999035895,215.67389950004872,[np.float64(-0.41333333333333333)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.7790890000178479],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
94,0,94,[np.float64(-0.41833333333333333)],[np.float64(-0.225)],[1],[0],[0],[2.210706800047774],['Target'],94,0,94,0,215.72159490000922,,10,215.6978030000464,215.72159490000922,215.72159490000922,0.02373549999902025,217.90860240004258,[np.float64(-0.41833333333333333)],[np.float64(-0.225)],[1],[0],[0],[2.210706800047774],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
95,0,95,[np.float64(0.043333333333333335)],[np.float64(0.42333333333333334)],[1],[0],[0],[2.1674895999603905],['Target'],95,0,95,0,217.9381647000555,,5,217.92428860004293,217.9381647000555,217.9381647000555,0.0155005999840796,220.09187330002896,[np.float64(0.043333333333333335)],[np.float64(0.42333333333333334)],[1],[0],[0],[2.1674895999603905],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
96,0,96,[np.float64(0.4166666666666667)],[np.float64(-0.06833333333333333)],[1],[0],[0],[2.832843000011053],['Target'],96,0,96,0,220.12121050001588,,5,220.1087911000359,220.12121050001588,220.12121050001588,0.01677170000039041,222.9417276000022,[np.float64(0.4166666666666667)],[np.float64(-0.06833333333333333)],[1],[0],[0],[2.832843000011053],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
97,0,97,[np.float64(0.265)],[np.float64(-0.23166666666666666)],[1],[0],[0],[2.201766000012867],['Target'],97,0,97,0,222.98802940000314,,10,222.97295650001615,222.98802940000314,222.98802940000314,0.031052499951329082,225.17481680004857,[np.float64(0.265)],[np.float64(-0.23166666666666666)],[1],[0],[0],[2.201766000012867],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
98,0,98,[np.float64(-0.47333333333333333)],[np.float64(-0.2733333333333333)],[1],[0],[0],[3.1103832999942824],['Target'],98,0,98,0,225.2212216000189,,10,225.19808960001683,225.2212216000189,225.2212216000189,0.02307620004285127,228.3085692000459,[np.float64(-0.47333333333333333)],[np.float64(-0.2733333333333333)],[1],[0],[0],[3.1103832999942824],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
99,0,99,[np.float64(-0.47833333333333333)],[np.float64(-0.051666666666666666)],[1],[0],[0],[2.3046749000204727],['Target'],99,0,99,0,228.35485470003914,,10,228.33717880002223,228.35485470003914,228.35485470003914,0.02840529999230057,230.64194900001166,[np.float64(-0.47833333333333333)],[np.float64(-0.051666666666666666)],[1],[0],[0],[2.3046749000204727],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
100,0,100,[np.float64(0.3)],[np.float64(0.33)],[1],[0],[0],[2.415234300016891],['Target'],100,0,100,0,230.67082130000927,,5,230.65718470001593,230.67082130000927,230.67082130000927,0.01495840004645288,233.07248960004654,[np.float64(0.3)],[np.float64(0.33)],[1],[0],[0],[2.415234300016891],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
101,0,101,[np.float64(-0.26666666666666666)],[np.float64(0.35)],[1],[0],[0],[2.0005775000317954],['Target'],101,0,101,0,233.10370900004636,,10,233.09069970005658,233.10370900004636,233.10370900004636,0.01809210004284978,235.09140110004228,[np.float64(-0.26666666666666666)],[np.float64(0.35)],[1],[0],[0],[2.0005775000317954],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
102,0,102,[np.float64(-0.26666666666666666)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.8006838000146672],['Target'],102,0,102,0,235.1222179000033,,5,235.10726910002995,235.1222179000033,235.1222179000033,0.015683200035709888,236.90806900005555,[np.float64(-0.26666666666666666)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.8006838000146672],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
103,0,103,[np.float64(0.41)],[np.float64(0.19833333333333333)],[1],[0],[0],[2.1609223000123166],['Target'],103,0,103,0,236.955441099999,,10,236.93161160004092,236.955441099999,236.955441099999,0.02335129998391494,239.0926512000151,[np.float64(0.41)],[np.float64(0.19833333333333333)],[1],[0],[0],[2.1609223000123166],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
104,0,104,[np.float64(-0.38333333333333336)],[np.float64(-0.385)],[1],[0],[0],[5.247322699986398],['Target'],104,0,104,0,239.12055880000116,,5,239.10993770003552,239.12055880000116,239.12055880000116,0.017042300023604184,244.35735740000382,[np.float64(-0.38333333333333336)],[np.float64(-0.385)],[1],[0],[0],[5.247322699986398],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
105,0,105,[np.float64(0.43)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.7834523000055924],['Target'],105,0,105,0,244.38812120002694,,5,244.3744769000332,244.38812120002694,244.38812120002694,0.016970900003798306,246.1580127000343,[np.float64(0.43)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.7834523000055924],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
106,0,106,[np.float64(-0.4483333333333333)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.830651799973566],['Target'],106,0,106,0,246.1876664000447,,10,246.17782920005266,246.1876664000447,246.1876664000447,0.019645799999125302,248.00857050000923,[np.float64(-0.4483333333333333)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.830651799973566],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
107,0,107,[np.float64(-0.31166666666666665)],[np.float64(-0.31166666666666665)],[1],[0],[0],[1.8436632999801077],['Target'],107,0,107,0,248.05419290001737,,10,248.03143780003302,248.05419290001737,248.05419290001737,0.022678399982396513,249.8752194000408,[np.float64(-0.31166666666666665)],[np.float64(-0.31166666666666665)],[1],[0],[0],[1.8436632999801077],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
108,0,108,[np.float64(0.17)],[np.float64(-0.2633333333333333)],[1],[0],[0],[4.7077015999821015],['Target'],108,0,108,0,249.92032400000608,,10,249.89914420002606,249.92032400000608,249.92032400000608,0.023710900044534355,254.60692550003296,[np.float64(0.17)],[np.float64(-0.2633333333333333)],[1],[0],[0],[4.7077015999821015],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
109,0,109,[np.float64(0.4683333333333333)],[np.float64(0.085)],[1],[0],[0],[1.4837153000407852],['Target'],109,0,109,0,254.63743900001282,,10,254.6270121000125,254.63743900001282,254.63743900001282,0.01991869998164475,256.11083620000863,[np.float64(0.4683333333333333)],[np.float64(0.085)],[1],[0],[0],[1.4837153000407852],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
110,0,110,[np.float64(-0.04)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.324266900017392],['Target'],110,0,110,0,256.15416220005136,,10,256.13302740000654,256.15416220005136,256.15416220005136,0.021973999973852187,257.4573894000496,[np.float64(-0.04)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.324266900017392],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
111,0,111,[np.float64(-0.30333333333333334)],[np.float64(-0.37833333333333335)],[1],[0],[0],[1.5839816000079736],[None],111,0,111,0,257.48786610004026,,5,257.47273090004455,257.48786610004026,257.48786610004026,0.015146200021263212,259.05680630001007,[np.float64(-0.30333333333333334)],[np.float64(-0.37833333333333335)],[1],[0],[0],[1.5839816000079736],[None],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
112,0,112,[np.float64(-0.17166666666666666)],[np.float64(-0.32166666666666666)],[1],[0],[0],[2.037636700028088],['Target'],112,0,112,0,259.10440220002783,,10,259.0838084000279,259.10440220002783,259.10440220002783,0.026850000023841858,261.12151360005373,[np.float64(-0.17166666666666666)],[np.float64(-0.32166666666666666)],[1],[0],[0],[2.037636700028088],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
113,0,113,[np.float64(-0.13166666666666665)],[np.float64(-0.39)],[1],[0],[0],[2.6410212999908254],['Target'],113,0,113,0,261.17010980000487,,10,261.14913340000203,261.17010980000487,261.17010980000487,0.027496099995914847,263.7902493000147,[np.float64(-0.13166666666666665)],[np.float64(-0.39)],[1],[0],[0],[2.6410212999908254],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
114,0,114,[np.float64(0.09166666666666666)],[np.float64(-0.0016666666666666668)],[1],[0],[0],[1.6945261000073515],['Target'],114,0,114,0,263.82031910005026,,10,263.81244870001683,263.82031910005026,263.82031910005026,0.021995300019625574,265.5070875000092,[np.float64(0.09166666666666666)],[np.float64(-0.0016666666666666668)],[1],[0],[0],[1.6945261000073515],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
115,0,115,[np.float64(-0.375)],[np.float64(-0.42333333333333334)],[1],[0],[0],[2.0868845999939367],['Target'],115,0,115,0,265.53715270000976,,5,265.52036090003094,265.53715270000976,265.53715270000976,0.012998799968045205,267.6073525000247,[np.float64(-0.375)],[np.float64(-0.42333333333333334)],[1],[0],[0],[2.0868845999939367],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
116,0,116,[np.float64(0.145)],[np.float64(-0.205)],[1],[0],[0],[1.6173357000225224],['Target'],116,0,116,0,267.63686300005065,,5,267.6222681000363,267.63686300005065,267.63686300005065,0.014754199946764857,269.239704800013,[np.float64(0.145)],[np.float64(-0.205)],[1],[0],[0],[1.6173357000225224],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
117,0,117,[np.float64(-0.23166666666666666)],[np.float64(-0.035)],[1],[0],[0],[1.6051397999981418],['Target'],117,0,117,0,269.2709223999991,,5,269.2540344000445,269.2709223999991,269.2709223999991,0.014150400005746633,270.8593075000099,[np.float64(-0.23166666666666666)],[np.float64(-0.035)],[1],[0],[0],[1.6051397999981418],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
118,0,118,[np.float64(-0.415)],[np.float64(-0.43833333333333335)],[1],[0],[0],[1.670963299984578],['Target'],118,0,118,0,270.9045864000218,,10,270.88709220004966,270.9045864000218,270.9045864000218,0.02758579998044297,272.5581502999994,[np.float64(-0.415)],[np.float64(-0.43833333333333335)],[1],[0],[0],[1.670963299984578],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
119,0,119,[np.float64(0.021666666666666667)],[np.float64(0.26)],[1],[0],[0],[2.088482999999542],['Target'],119,0,119,0,272.5869338000193,,5,272.57166810001945,272.5869338000193,272.5869338000193,0.013314000039827079,274.6602630999987,[np.float64(0.021666666666666667)],[np.float64(0.26)],[1],[0],[0],[2.088482999999542],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
120,0,120,[np.float64(-0.44333333333333336)],[np.float64(-0.11833333333333333)],[1],[0],[0],[1.6451512000057846],['Target'],120,0,120,0,274.6871538000414,,5,274.6787220000406,274.6871538000414,274.6871538000414,0.018293000000994653,276.32400130003225,[np.float64(-0.44333333333333336)],[np.float64(-0.11833333333333333)],[1],[0],[0],[1.6451512000057846],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
121,0,121,[np.float64(-0.3433333333333333)],[np.float64(0.085)],[1],[0],[0],[2.502945300017018],['Target'],121,0,121,0,276.3537765000365,,5,276.3378829000285,276.3537765000365,276.3537765000365,0.013622900005429983,278.8409143000026,[np.float64(-0.3433333333333333)],[np.float64(0.085)],[1],[0],[0],[2.502945300017018],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
122,0,122,[np.float64(-0.33166666666666667)],[np.float64(0.48)],[1],[0],[0],[3.4973862000042573],['Target'],122,0,122,0,278.87081130000297,,5,278.85998500004644,278.87081130000297,278.87081130000297,0.018925699987448752,282.3574739000178,[np.float64(-0.33166666666666667)],[np.float64(0.48)],[1],[0],[0],[3.4973862000042573],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
123,0,123,[np.float64(0.4666666666666667)],[np.float64(-0.27)],[1],[0],[0],[2.8607443999499083],['Target'],123,0,123,0,282.3864456000156,,10,282.37759700004244,282.3864456000156,282.3864456000156,0.019900099956430495,285.2384078000323,[np.float64(0.4666666666666667)],[np.float64(-0.27)],[1],[0],[0],[2.8607443999499083],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
124,0,124,[np.float64(-0.07833333333333334)],[np.float64(-0.425)],[1],[0],[0],[1.842497400008142],['Target'],124,0,124,0,285.2706446000375,,5,285.2480024000397,285.2706446000375,285.2706446000375,0.009447400050703436,287.0906076000538,[np.float64(-0.07833333333333334)],[np.float64(-0.425)],[1],[0],[0],[1.842497400008142],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
125,0,125,[np.float64(-0.415)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.7326415000134148],['Target'],125,0,125,0,287.1204244000255,,5,287.10856140003307,287.1204244000255,287.1204244000255,0.017776700027752668,288.8412944000447,[np.float64(-0.415)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.7326415000134148],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
126,0,126,[np.float64(-0.03)],[np.float64(0.30333333333333334)],[1],[0],[0],[2.0543655999936163],['Target'],126,0,126,0,288.88710520003224,,10,288.86940570001025,288.88710520003224,288.88710520003224,0.02793989999918267,290.92389530001674,[np.float64(-0.03)],[np.float64(0.30333333333333334)],[1],[0],[0],[2.0543655999936163],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
127,0,127,[np.float64(0.08333333333333333)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.8424031999893486],['Target'],127,0,127,0,290.97032040002523,,10,290.94618950004224,290.97032040002523,290.97032040002523,0.02208169997902587,292.78869760001544,[np.float64(0.08333333333333333)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.8424031999893486],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
128,0,128,[np.float64(0.485)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.9280752000049688],['Target'],128,0,128,0,292.83641860005446,,10,292.8127135000541,292.83641860005446,292.83641860005446,0.02381410001544282,294.7408830000204,[np.float64(0.485)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.9280752000049688],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
129,0,129,[np.float64(-0.24333333333333335)],[np.float64(-0.26)],[1],[0],[0],[2.1832086000358686],['Target'],129,0,129,0,294.7704883000115,,5,294.75733370002126,294.7704883000115,294.7704883000115,0.016271500033326447,296.9406562000513,[np.float64(-0.24333333333333335)],[np.float64(-0.26)],[1],[0],[0],[2.1832086000358686],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
130,0,130,[np.float64(-0.48333333333333334)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.8852917000185698],['Target'],130,0,130,0,296.97020570002496,,5,296.95535250002285,296.97020570002496,296.97020570002496,0.01450350001687184,298.84072460001335,[np.float64(-0.48333333333333334)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.8852917000185698],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
131,0,131,[np.float64(-0.02)],[np.float64(0.31166666666666665)],[1],[0],[0],[1.2869159000110812],['Target'],131,0,131,0,298.88621340005193,,10,298.86755110003287,298.88621340005193,298.88621340005193,0.02664230001391843,300.154527900042,[np.float64(-0.02)],[np.float64(0.31166666666666665)],[1],[0],[0],[1.2869159000110812],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
132,0,132,[np.float64(0.11666666666666667)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.8832573000108823],['Target'],132,0,132,0,300.18603710003663,,10,300.1749547000509,300.18603710003663,300.18603710003663,0.02031110000098124,302.05833280005027,[np.float64(0.11666666666666667)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.8832573000108823],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
133,0,133,[np.float64(0.07666666666666666)],[np.float64(-0.4033333333333333)],[1],[0],[0],[2.032532400044147],['Target'],133,0,133,0,302.08674100000644,,5,302.07413170003565,302.08674100000644,302.08674100000644,0.015561799984425306,304.10675730003277,[np.float64(0.07666666666666666)],[np.float64(-0.4033333333333333)],[1],[0],[0],[2.032532400044147],['Target'],005,001,2025-09-21_22h54.23.116,Visual Search,,2025.1.1,60.13464146538083,2025-09-21 22h54.39.649054 +0530,
