thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.30666666666666664)],[np.float64(0.255)],[1],[0],[0],[2.0504515999928117],['Target'],10,0,10,0,16.291150000004563,,5,16.27605680000852,16.291150000004563,16.291150000004563,0.01436699999612756,18.326550900004804,[np.float64(0.30666666666666664)],[np.float64(0.255)],[1],[0],[0],[2.0504515999928117],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
11,0,11,[np.float64(-0.3333333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.433164299989585],['Target'],11,0,11,0,18.35735740000382,,10,18.343463400000473,18.35735740000382,18.35735740000382,0.01683390000835061,20.776718200009782,[np.float64(-0.3333333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.433164299989585],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
12,0,12,[np.float64(-0.11166666666666666)],[np.float64(-0.2866666666666667)],[1],[0],[0],[3.4159214999817777],['Target'],12,0,12,0,20.8076106000226,,10,20.795220700005302,20.8076106000226,20.8076106000226,0.018299899995326996,24.21128210000461,[np.float64(-0.11166666666666666)],[np.float64(-0.2866666666666667)],[1],[0],[0],[3.4159214999817777],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
13,0,13,[np.float64(0.4266666666666667)],[np.float64(-0.36)],[1],[0],[0],[1.265972299996065],['Target'],13,0,13,0,24.24188110002433,,5,24.22790680002072,24.24188110002433,24.24188110002433,0.016404699999839067,25.49397080001654,[np.float64(0.4266666666666667)],[np.float64(-0.36)],[1],[0],[0],[1.265972299996065],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
14,0,14,[np.float64(-0.08333333333333333)],[np.float64(-0.455)],[1],[0],[0],[1.2392277999897487],['Target'],14,0,14,0,25.524037499999395,,5,25.504178500006674,25.524037499999395,25.524037499999395,0.010030300007201731,26.743516100017587,[np.float64(-0.08333333333333333)],[np.float64(-0.455)],[1],[0],[0],[1.2392277999897487],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
15,0,15,[np.float64(-0.14666666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],[2.1125516000029165],['Target'],15,0,15,0,26.773557300009998,,10,26.762771000008797,26.773557300009998,26.773557300009998,0.019058999983826652,28.875392100017052,[np.float64(-0.14666666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],[2.1125516000029165],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
16,0,16,[np.float64(-0.02)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.4347706999978982],['Target'],16,0,16,0,28.90706090000458,,10,28.89182710001478,28.90706090000458,28.90706090000458,0.016318900015903637,30.32667300000321,[np.float64(-0.02)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.4347706999978982],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
17,0,17,[np.float64(-0.08)],[np.float64(0.195)],[1],[0],[0],[1.1324526999960653],['Target'],17,0,17,0,30.357579800009262,,10,30.345117000018945,30.357579800009262,30.357579800009262,0.018266200000653043,31.477710700011812,[np.float64(-0.08)],[np.float64(0.195)],[1],[0],[0],[1.1324526999960653],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
18,0,18,[np.float64(-0.4216666666666667)],[np.float64(0.325)],[1],[0],[0],[1.4205743999918923],['Target'],18,0,18,0,31.523558400018374,,10,31.504794500011485,31.523558400018374,31.523558400018374,0.026746799994725734,32.925416100013535,[np.float64(-0.4216666666666667)],[np.float64(0.325)],[1],[0],[0],[1.4205743999918923],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
19,0,19,[np.float64(0.13166666666666665)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.795708099991316],['Target'],19,0,19,0,32.956941100012045,,10,32.94729740000912,32.956941100012045,32.956941100012045,0.02174969998304732,34.74309400000493,[np.float64(0.13166666666666665)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.795708099991316],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
20,0,20,[np.float64(0.19666666666666666)],[np.float64(-0.3233333333333333)],[1],[0],[0],[1.2826383999781683],[None],20,0,20,0,34.77365060002194,,10,34.76056980001158,34.77365060002194,34.77365060002194,0.017292300006374717,36.043284600018524,[np.float64(0.19666666666666666)],[np.float64(-0.3233333333333333)],[1],[0],[0],[1.2826383999781683],[None],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
21,0,21,[np.float64(-0.08)],[np.float64(0.14166666666666666)],[1],[0],[0],[2.597167400002945],['Target'],21,0,21,0,36.0740097000089,,10,36.061499000003096,36.0740097000089,36.0740097000089,0.018058099987683818,38.65871680001146,[np.float64(-0.08)],[np.float64(0.14166666666666666)],[1],[0],[0],[2.597167400002945],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
22,0,22,[np.float64(-0.37333333333333335)],[np.float64(0.285)],[1],[0],[0],[1.1514843000040855],['Target'],22,0,22,0,38.69003779999912,,10,38.67601029999787,38.69003779999912,38.69003779999912,0.017175700020743534,39.827613200002816,[np.float64(-0.37333333333333335)],[np.float64(0.285)],[1],[0],[0],[1.1514843000040855],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
23,0,23,[np.float64(-0.013333333333333334)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.1125783000024967],['Target'],23,0,23,0,39.857279800024116,,10,39.847319200023776,39.857279800024116,39.857279800024116,0.019471700012218207,41.9599634000042,[np.float64(-0.013333333333333334)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.1125783000024967],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
24,0,24,[np.float64(0.15666666666666668)],[np.float64(-0.06166666666666667)],[1],[0],[0],[1.7318339000048582],['Target'],24,0,24,0,41.99021129999892,,10,41.97750460001407,41.99021129999892,41.99021129999892,0.017411300010280684,43.709402600012254,[np.float64(0.15666666666666668)],[np.float64(-0.06166666666666667)],[1],[0],[0],[1.7318339000048582],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
25,0,25,[np.float64(0.35333333333333333)],[np.float64(-0.225)],[1],[0],[0],[1.792379999998957],['Target'],25,0,25,0,43.740248600021005,,5,43.71851070001139,43.740248600021005,43.740248600021005,0.00897539997822605,45.51102360000368,[np.float64(0.35333333333333333)],[np.float64(-0.225)],[1],[0],[0],[1.792379999998957],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
26,0,26,[np.float64(0.011666666666666667)],[np.float64(-0.09)],[1],[0],[0],[1.3394098000135273],['Target'],26,0,26,0,45.55711480000173,,10,45.536785000003874,45.55711480000173,45.55711480000173,0.025518399983411655,46.87628170000971,[np.float64(0.011666666666666667)],[np.float64(-0.09)],[1],[0],[0],[1.3394098000135273],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
27,0,27,[np.float64(0.24333333333333335)],[np.float64(0.3016666666666667)],[1],[0],[0],[2.508820700022625],['Target'],27,0,27,0,46.90693170001032,,5,46.886461100017186,46.90693170001032,46.90693170001032,0.009982899995520711,49.39540410001064,[np.float64(0.24333333333333335)],[np.float64(0.3016666666666667)],[1],[0],[0],[2.508820700022625],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
28,0,28,[np.float64(-0.09333333333333334)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.1822244999930263],['Target'],28,0,28,0,49.42405850000796,,5,49.41090650000842,49.42405850000796,49.42405850000796,0.015336699987528846,50.59322010001051,[np.float64(-0.09333333333333334)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.1822244999930263],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
29,0,29,[np.float64(0.33666666666666667)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.6767155999841634],['Target'],29,0,29,0,50.62341729999753,,10,50.61529970000265,50.62341729999753,50.62341729999753,0.021908100025029853,52.29211040001246,[np.float64(0.33666666666666667)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.6767155999841634],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
30,0,30,[np.float64(0.4)],[np.float64(0.051666666666666666)],[1],[0],[0],[1.1256180999916978],['Target'],30,0,30,0,52.32428329999675,,5,52.30098810000345,52.32428329999675,52.32428329999675,0.008658000006107613,53.42669800002477,[np.float64(0.4)],[np.float64(0.051666666666666666)],[1],[0],[0],[1.1256180999916978],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
31,0,31,[np.float64(0.09833333333333333)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.7298929000098724],['Target'],31,0,31,0,53.45721510000294,,10,53.44680170001811,53.45721510000294,53.45721510000294,0.01994219998596236,55.17678930002148,[np.float64(0.09833333333333333)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.7298929000098724],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
32,0,32,[np.float64(-0.255)],[np.float64(-0.26)],[1],[0],[0],[1.2893550000153482],['Target'],32,0,32,0,55.206641700002365,,5,55.18724320002366,55.206641700002365,55.206641700002365,0.010240300005534664,56.47669500001939,[np.float64(-0.255)],[np.float64(-0.26)],[1],[0],[0],[1.2893550000153482],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
33,0,33,[np.float64(-0.245)],[np.float64(0.48)],[1],[0],[0],[1.6882697000110056],['Target'],33,0,33,0,56.50716609999654,,5,56.4879637999984,56.50716609999654,56.50716609999654,0.011095000023487955,58.17634330000146,[np.float64(-0.245)],[np.float64(0.48)],[1],[0],[0],[1.6882697000110056],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
34,0,34,[np.float64(-0.43166666666666664)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.2030487000010908],['Target'],34,0,34,0,58.20685509999748,,5,58.19150980000268,58.20685509999748,58.20685509999748,0.015045000007376075,59.39468920000945,[np.float64(-0.43166666666666664)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.2030487000010908],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
35,0,35,[np.float64(-0.295)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.2756817000044975],['Target'],35,0,35,0,59.441061000019545,,10,59.41777890000958,59.441061000019545,59.441061000019545,0.02290270000230521,60.69356730001164,[np.float64(-0.295)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.2756817000044975],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
36,0,36,[np.float64(0.13333333333333333)],[np.float64(0.17)],[1],[0],[0],[1.7136403999757022],['Target'],36,0,36,0,60.723526000016136,,10,60.71167499999865,60.723526000016136,60.723526000016136,0.01782530001946725,62.4253792000236,[np.float64(0.13333333333333333)],[np.float64(0.17)],[1],[0],[0],[1.7136403999757022],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
37,0,37,[np.float64(-0.24166666666666667)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.40088519998244],['Target'],37,0,37,0,62.456620100012515,,10,62.442213700007414,62.456620100012515,62.456620100012515,0.016711600008420646,63.84319880002295,[np.float64(-0.24166666666666667)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.40088519998244],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
38,0,38,[np.float64(0.3333333333333333)],[np.float64(-0.205)],[1],[0],[0],[1.2241037999920081],['Target'],38,0,38,0,63.87343010000768,,5,63.852706500008935,63.87343010000768,63.87343010000768,0.009250300005078316,65.0769051000243,[np.float64(0.3333333333333333)],[np.float64(-0.205)],[1],[0],[0],[1.2241037999920081],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
39,0,39,[np.float64(0.18)],[np.float64(-0.16333333333333333)],[1],[0],[0],[0.9541324999881908],['Target'],39,0,39,0,65.10701160001918,,5,65.08913570002187,65.10701160001918,65.10701160001918,0.012067300005583093,66.0433804000204,[np.float64(0.18)],[np.float64(-0.16333333333333333)],[1],[0],[0],[0.9541324999881908],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
40,0,40,[np.float64(-0.46)],[np.float64(0.09)],[1],[0],[0],[1.1728784999868367],['Target'],40,0,40,0,66.07374819999677,,5,66.05327790000592,66.07374819999677,66.07374819999677,0.009652899985667318,67.22627590000047,[np.float64(-0.46)],[np.float64(0.09)],[1],[0],[0],[1.1728784999868367],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
41,0,41,[np.float64(-0.405)],[np.float64(0.3566666666666667)],[1],[0],[0],[1.1182059000129811],['Target'],41,0,41,0,67.25679420001688,,5,67.24074600002496,67.25679420001688,67.25679420001688,0.014297199988504872,68.35906210000394,[np.float64(-0.405)],[np.float64(0.3566666666666667)],[1],[0],[0],[1.1182059000129811],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
42,0,42,[np.float64(0.12666666666666668)],[np.float64(0.12166666666666667)],[1],[0],[0],[1.1370490999834146],['Target'],42,0,42,0,68.39039670000784,,5,68.37444340001093,68.39039670000784,68.39039670000784,0.01520420002634637,69.51165470000706,[np.float64(0.12666666666666668)],[np.float64(0.12166666666666667)],[1],[0],[0],[1.1370490999834146],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
43,0,43,[np.float64(-0.27166666666666667)],[np.float64(-0.29)],[1],[0],[0],[1.1813786000129767],['Target'],43,0,43,0,69.54077310001594,,5,69.52896140000666,69.54077310001594,69.54077310001594,0.017042199993738905,70.71048210002482,[np.float64(-0.27166666666666667)],[np.float64(-0.29)],[1],[0],[0],[1.1813786000129767],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
44,0,44,[np.float64(-0.04666666666666667)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.5024960000009742],['Target'],44,0,44,0,70.75636349999695,,10,70.74068280000938,70.75636349999695,70.75636349999695,0.029915899998741224,72.24326860002475,[np.float64(-0.04666666666666667)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.5024960000009742],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
45,0,45,[np.float64(-0.11)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.0808142999885604],['Target'],45,0,45,0,72.27323330001673,,10,72.26099320000503,72.27323330001673,72.27323330001673,0.01754059997620061,73.34187230002135,[np.float64(-0.11)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.0808142999885604],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
46,0,46,[np.float64(-0.125)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.1095201999996789],['Target'],46,0,46,0,73.35669490002329,,5,73.35063970001647,73.35669490002329,73.35669490002329,0.008614199992734939,74.46027020001202,[np.float64(-0.125)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.1095201999996789],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
47,0,47,[np.float64(-0.2733333333333333)],[np.float64(-0.31833333333333336)],[1],[0],[0],[1.3529527000209782],['Target'],47,0,47,0,74.48946730000898,,5,74.47256900000502,74.48946730000898,74.48946730000898,0.012108399998396635,75.82562300001155,[np.float64(-0.2733333333333333)],[np.float64(-0.31833333333333336)],[1],[0],[0],[1.3529527000209782],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
48,0,48,[np.float64(0.23)],[np.float64(0.08166666666666667)],[1],[0],[0],[1.6647522000130266],['Target'],48,0,48,0,75.85687340001459,,10,75.84424140001647,75.85687340001459,75.85687340001459,0.018437599996104836,77.50907420000294,[np.float64(0.23)],[np.float64(0.08166666666666667)],[1],[0],[0],[1.6647522000130266],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
49,0,49,[np.float64(0.155)],[np.float64(0.095)],[1],[0],[0],[0.9078708000015467],['Target'],49,0,49,0,77.5399515000172,,5,77.51841690001311,77.5399515000172,77.5399515000172,0.009169199998723343,78.42639750000671,[np.float64(0.155)],[np.float64(0.095)],[1],[0],[0],[0.9078708000015467],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
50,0,50,[np.float64(-0.4633333333333333)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.466203999996651],['Target'],50,0,50,0,78.45646899999701,,10,78.44352390000131,78.45646899999701,78.45646899999701,0.016934400016907603,80.90984520001803,[np.float64(-0.4633333333333333)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.466203999996651],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
51,0,51,[np.float64(0.25)],[np.float64(-0.43)],[1],[0],[0],[1.4551000999927055],['Target'],51,0,51,0,80.93987130001187,,5,80.92037850001361,80.93987130001187,80.93987130001187,0.010241899988614023,82.3755766999966,[np.float64(0.25)],[np.float64(-0.43)],[1],[0],[0],[1.4551000999927055],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
52,0,52,[np.float64(0.46)],[np.float64(-0.3233333333333333)],[1],[0],[0],[0.9898751999717206],['Target'],52,0,52,0,82.4068487000186,,5,82.38611790002324,82.4068487000186,82.4068487000186,0.010371999989729375,83.37613250000868,[np.float64(0.46)],[np.float64(-0.3233333333333333)],[1],[0],[0],[0.9898751999717206],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
53,0,53,[np.float64(-0.0033333333333333335)],[np.float64(0.24)],[1],[0],[0],[1.187557500001276],['Target'],53,0,53,0,83.40617580001708,,5,83.38919919999898,83.40617580001708,83.40617580001708,0.012884199997643009,84.57689520000713,[np.float64(-0.0033333333333333335)],[np.float64(0.24)],[1],[0],[0],[1.187557500001276],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
54,0,54,[np.float64(0.03833333333333333)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.7159628000226803],['Target'],54,0,54,0,84.60652130001108,,5,84.59394260001136,84.60652130001108,84.60652130001108,0.016856800008099526,86.31003010002314,[np.float64(0.03833333333333333)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.7159628000226803],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
55,0,55,[np.float64(0.3016666666666667)],[np.float64(0.315)],[1],[0],[0],[1.186648500006413],['Target'],55,0,55,0,86.34016680001514,,5,86.322545300005,86.34016680001514,86.34016680001514,0.012261299998499453,87.50929899999755,[np.float64(0.3016666666666667)],[np.float64(0.315)],[1],[0],[0],[1.186648500006413],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
56,0,56,[np.float64(-0.15666666666666668)],[np.float64(0.395)],[1],[0],[0],[1.2027361000073142],['Target'],56,0,56,0,87.53962130000582,,5,87.52411320002284,87.53962130000582,87.53962130000582,0.014690000010887161,88.72695670000394,[np.float64(-0.15666666666666668)],[np.float64(0.395)],[1],[0],[0],[1.2027361000073142],['Target'],139510,001,2025-09-18_10h27.21.576,Visual Search,,2025.1.1,59.66259608733397,2025-09-18 10h27.27.195236 +0530,
