20.4931 	EXP 	fixation: autoDraw = False
20.4931 	EXP 	text: autoDraw = True
20.9103 	EXP 	Device response: <KeyPress from None: t=20.89831730024889, value=r, duration=None>
20.9107 	EXP 	New trial (rep=4, index=1): <Trial 17 (1 in rep 4) data={'word': 'BLUE', 'font_colour': 'blue', 'con_lable': 'congruent', 'corr_resp': 'b', 'thisN': 17, 'thisTrialN': 1, 'thisRepN': 4}>
20.9127 	DATA 	Keypress: r
20.9263 	EXP 	fixation: autoDraw = False
20.9263 	EXP 	text: autoDraw = False
20.9263 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
20.9263 	EXP 	text: text = 'BLUE'
20.9263 	EXP 	fixation: autoDraw = True
21.0267 	EXP 	Device response: <KeyPress from None: t=20.89831730024889, value=r, duration=0.12318790005519986>
21.4099 	INFO 	Keyboard events cleared
21.4097 	EXP 	fixation: autoDraw = False
21.4097 	EXP 	text: autoDraw = True
21.7764 	EXP 	Device response: <KeyPress from None: t=21.766834300011396, value=b, duration=None>
21.7768 	EXP 	New trial (rep=4, index=2): <Trial 18 (2 in rep 4) data={'word': 'RED', 'font_colour': 'blue', 'con_lable': 'incongruent', 'corr_resp': 'b', 'thisN': 18, 'thisTrialN': 2, 'thisRepN': 4}>
21.7817 	DATA 	Keypress: b
21.7924 	EXP 	fixation: autoDraw = False
21.7924 	EXP 	text: autoDraw = False
21.7924 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
21.7924 	EXP 	text: height = np.float64(0.05)
21.7924 	EXP 	text: height = np.float64(0.05)
21.7924 	EXP 	text: height = np.float64(0.05)
21.7924 	EXP 	text: text = 'RED'
21.7924 	EXP 	fixation: autoDraw = True
21.8938 	EXP 	Device response: <KeyPress from None: t=21.766834300011396, value=b, duration=0.11729469988495111>
22.2765 	INFO 	Keyboard events cleared
22.2763 	EXP 	fixation: autoDraw = False
22.2763 	EXP 	text: autoDraw = True
22.6298 	DATA 	Keypress: b
22.6432 	EXP 	Device response: <KeyPress from None: t=22.627962300088257, value=b, duration=None>
22.6436 	EXP 	New trial (rep=4, index=3): <Trial 19 (3 in rep 4) data={'word': 'RED', 'font_colour': 'red', 'con_lable': 'congruent', 'corr_resp': 'r', 'thisN': 19, 'thisTrialN': 3, 'thisRepN': 4}>
22.6593 	EXP 	fixation: autoDraw = False
22.6593 	EXP 	text: autoDraw = False
22.6593 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
22.6593 	EXP 	text: text = 'RED'
22.6593 	EXP 	fixation: autoDraw = True
22.7436 	EXP 	Device response: <KeyPress from None: t=22.627962300088257, value=b, duration=0.10887800017371774>
