thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,0,15,[np.float64(-0.4716666666666667)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.9799470999860205],['Target'],15,0,15,0,28.557615800003987,,10,28.549931599991396,28.557615800003987,28.557615800003987,0.0209276000095997,30.52997529998538,[np.float64(-0.4716666666666667)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.9799470999860205],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
16,0,16,[np.float64(-0.3883333333333333)],[np.float64(0.39166666666666666)],[1],[0],[0],[1.1852647000050638],['Target'],16,0,16,0,30.5581622000027,,5,30.543260300008114,30.5581622000027,30.5581622000027,0.013059999997494742,31.72862440001336,[np.float64(-0.3883333333333333)],[np.float64(0.39166666666666666)],[1],[0],[0],[1.1852647000050638],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
17,0,17,[np.float64(-0.07333333333333333)],[np.float64(0.09)],[1],[0],[0],[1.6204556000011507],['Target'],17,0,17,0,31.758194399997592,,5,31.740217599988682,31.758194399997592,31.758194399997592,0.011416800000006333,33.36076839998714,[np.float64(-0.07333333333333333)],[np.float64(0.09)],[1],[0],[0],[1.6204556000011507],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
18,0,18,[np.float64(-0.325)],[np.float64(-0.10333333333333333)],[1],[0],[0],[1.1868617000000086],['Target'],18,0,18,0,33.391313300002366,,5,33.37590740001178,33.391313300002366,33.391313300002366,0.01500730001134798,34.562918200012064,[np.float64(-0.325)],[np.float64(-0.10333333333333333)],[1],[0],[0],[1.1868617000000086],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
19,0,19,[np.float64(-0.15666666666666668)],[np.float64(-0.315)],[1],[0],[0],[1.7016918000008445],['Target'],19,0,19,0,34.59225819999119,,5,34.57687300001271,34.59225819999119,34.59225819999119,0.013679399999091402,36.27864689999842,[np.float64(-0.15666666666666668)],[np.float64(-0.315)],[1],[0],[0],[1.7016918000008445],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
20,0,20,[np.float64(-0.21)],[np.float64(0.035)],[1],[0],[0],[1.1478630999918096],['Target'],20,0,20,0,36.30758580000838,,10,36.296893199993065,36.30758580000838,36.30758580000838,0.018113600002834573,37.444852599990554,[np.float64(-0.21)],[np.float64(0.035)],[1],[0],[0],[1.1478630999918096],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
21,0,21,[np.float64(-0.31)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.1041750000149477],['Target'],21,0,21,0,37.47443599998951,,5,37.456265899993014,37.47443599998951,37.47443599998951,0.01122309998027049,38.56053950000205,[np.float64(-0.31)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.1041750000149477],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
22,0,22,[np.float64(0.28)],[np.float64(0.19666666666666666)],[1],[0],[0],[1.337958299991442],['Target'],22,0,22,0,38.59176599999773,,5,38.5733307999908,38.59176599999773,38.59176599999773,0.012614999985089526,39.911381299985806,[np.float64(0.28)],[np.float64(0.19666666666666666)],[1],[0],[0],[1.337958299991442],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
23,0,23,[np.float64(0.21)],[np.float64(0.435)],[1],[0],[0],[1.2199481999850832],['Target'],23,0,23,0,39.941604599996936,,5,39.92369749999489,39.941604599996936,39.941604599996936,0.012159300007624552,41.14376420000917,[np.float64(0.21)],[np.float64(0.435)],[1],[0],[0],[1.2199481999850832],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
24,0,24,[np.float64(-0.17666666666666667)],[np.float64(-0.05)],[1],[0],[0],[1.3342760999803431],['Target'],24,0,24,0,41.17466570000397,,5,41.1599472000089,41.17466570000397,41.17466570000397,0.016027299978304654,42.4943312999967,[np.float64(-0.17666666666666667)],[np.float64(-0.05)],[1],[0],[0],[1.3342760999803431],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
25,0,25,[np.float64(0.25833333333333336)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.503888500010362],['Target'],25,0,25,0,42.524417000007816,,5,42.50780759999179,42.524417000007816,42.524417000007816,0.01324549998389557,44.01180460001342,[np.float64(0.25833333333333336)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.503888500010362],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
26,0,26,[np.float64(-0.005)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.1453298999986146],['Target'],26,0,26,0,44.04056620001211,,10,44.03160509999725,44.04056620001211,44.04056620001211,0.01960899998084642,45.17703419999452,[np.float64(-0.005)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.1453298999986146],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
27,0,27,[np.float64(0.39)],[np.float64(-0.305)],[1],[0],[0],[1.788281500019366],['Target'],27,0,27,0,45.20792710001115,,5,45.188693600008264,45.20792710001115,45.20792710001115,0.01145439999527298,46.97707610001089,[np.float64(0.39)],[np.float64(-0.305)],[1],[0],[0],[1.788281500019366],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
28,0,28,[np.float64(0.37)],[np.float64(0.14333333333333334)],[1],[0],[0],[1.2875745999917854],['Target'],28,0,28,0,47.010466400010046,,5,46.99074350000592,47.010466400010046,47.010466400010046,0.013486300013028085,48.27842459999374,[np.float64(0.37)],[np.float64(0.14333333333333334)],[1],[0],[0],[1.2875745999917854],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
29,0,29,[np.float64(0.24666666666666667)],[np.float64(-0.345)],[1],[0],[0],[2.061068500013789],['Target'],29,0,29,0,48.307664599997224,,10,48.2985636999947,48.307664599997224,48.307664599997224,0.019963399972766638,50.359697000007145,[np.float64(0.24666666666666667)],[np.float64(-0.345)],[1],[0],[0],[2.061068500013789],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
30,0,30,[np.float64(-0.05)],[np.float64(-0.29333333333333333)],[1],[0],[0],[5.2259199999971315],['Target'],30,0,30,0,50.39175859998795,,5,50.36885430000257,50.39175859998795,50.39175859998795,0.009013399976538494,55.5948783000058,[np.float64(-0.05)],[np.float64(-0.29333333333333333)],[1],[0],[0],[5.2259199999971315],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
31,0,31,[np.float64(-0.24833333333333332)],[np.float64(0.44666666666666666)],[1],[0],[0],[1.6668639999988955],['Target'],31,0,31,0,55.624519900011364,,5,55.61082760000136,55.624519900011364,55.624519900011364,0.01578499999595806,57.27783139998792,[np.float64(-0.24833333333333332)],[np.float64(0.44666666666666666)],[1],[0],[0],[1.6668639999988955],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
32,0,32,[np.float64(0.35)],[np.float64(-0.12833333333333333)],[1],[0],[0],[1.9838842999888584],['Target'],32,0,32,0,57.30792089999886,,5,57.2930311000091,57.30792089999886,57.30792089999886,0.014935800019884482,59.27700770000229,[np.float64(0.35)],[np.float64(-0.12833333333333333)],[1],[0],[0],[1.9838842999888584],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
33,0,33,[np.float64(0.04)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.2988076999899931],['Target'],33,0,33,0,59.307532600010745,,10,59.29509319999488,59.307532600010745,59.307532600010745,0.017905699991388246,60.59401880000951,[np.float64(0.04)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.2988076999899931],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
34,0,34,[np.float64(-0.15833333333333333)],[np.float64(-0.38)],[1],[0],[0],[1.4152406000066549],['Target'],34,0,34,0,60.62437509998563,,10,60.61218880000524,60.62437509998563,60.62437509998563,0.017891399998916313,62.02756099999533,[np.float64(-0.15833333333333333)],[np.float64(-0.38)],[1],[0],[0],[1.4152406000066549],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
35,0,35,[np.float64(0.06)],[np.float64(-0.015)],[1],[0],[0],[1.336943699978292],['Target'],35,0,35,0,62.05788239999674,,5,62.04091350000817,62.05788239999674,62.05788239999674,0.013059699995210394,63.37795610001194,[np.float64(0.06)],[np.float64(-0.015)],[1],[0],[0],[1.336943699978292],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
36,0,36,[np.float64(-0.16666666666666666)],[np.float64(0.4483333333333333)],[1],[0],[0],[1.6290961000195239],['Target'],36,0,36,0,63.40771110000787,,10,63.396859100001166,63.40771110000787,63.40771110000787,0.01871730000129901,65.02601229998982,[np.float64(-0.16666666666666666)],[np.float64(0.4483333333333333)],[1],[0],[0],[1.6290961000195239],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
37,0,37,[np.float64(0.34)],[np.float64(0.21)],[1],[0],[0],[2.963549600011902],['Target'],37,0,37,0,65.07388899999205,,10,65.04763549999916,65.07388899999205,65.07388899999205,0.02149199999985285,68.01129409999703,[np.float64(0.34)],[np.float64(0.21)],[1],[0],[0],[2.963549600011902],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
38,0,38,[np.float64(-0.2916666666666667)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.794459700002335],['Target'],38,0,38,0,68.04042229999322,,10,68.0321552999958,68.04042229999322,68.04042229999322,0.020627299993066117,69.82671240001218,[np.float64(-0.2916666666666667)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.794459700002335],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
39,0,39,[np.float64(-0.46)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.1099373999750242],['Target'],39,0,39,0,69.8744175999891,,10,69.8498166000063,69.8744175999891,69.8744175999891,0.0228759000019636,70.95982230000664,[np.float64(-0.46)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.1099373999750242],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
40,0,40,[np.float64(0.23833333333333334)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.5330427000008058],['Target'],40,0,40,0,70.99127739999676,,10,70.97728449999704,70.99127739999676,70.99127739999676,0.01731709999148734,72.51044300000649,[np.float64(0.23833333333333334)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.5330427000008058],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
41,0,41,[np.float64(-0.46)],[np.float64(0.2816666666666667)],[1],[0],[0],[1.3035610000079032],['Target'],41,0,41,0,72.54208750001271,,5,72.52391469999566,72.54208750001271,72.54208750001271,0.013239099993370473,73.82756689999951,[np.float64(-0.46)],[np.float64(0.2816666666666667)],[1],[0],[0],[1.3035610000079032],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
42,0,42,[np.float64(0.21166666666666667)],[np.float64(-0.03666666666666667)],[1],[0],[0],[2.246605299995281],['Target'],42,0,42,0,73.85754880000604,,10,73.84748960001161,73.85754880000604,73.85754880000604,0.019751700019696727,76.09419020000496,[np.float64(0.21166666666666667)],[np.float64(-0.03666666666666667)],[1],[0],[0],[2.246605299995281],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
43,0,43,[np.float64(0.2866666666666667)],[np.float64(0.023333333333333334)],[1],[0],[0],[2.320361899997806],['Target'],43,0,43,0,76.12667440000223,,5,76.10679319998599,76.12667440000223,76.12667440000223,0.01237000001128763,78.42725740000606,[np.float64(0.2866666666666667)],[np.float64(0.023333333333333334)],[1],[0],[0],[2.320361899997806],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
44,0,44,[np.float64(0.03833333333333333)],[np.float64(-0.42333333333333334)],[1],[0],[0],[1.6197398999938741],['Target'],44,0,44,0,78.4577963000047,,5,78.44029880000744,78.4577963000047,78.4577963000047,0.01286190000246279,80.06013450000319,[np.float64(0.03833333333333333)],[np.float64(-0.42333333333333334)],[1],[0],[0],[1.6197398999938741],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
45,0,45,[np.float64(0.16333333333333333)],[np.float64(-0.245)],[1],[0],[0],[2.8800846000085585],['Target'],45,0,45,0,80.09088810000685,,10,80.08009810000658,80.09088810000685,80.09088810000685,0.019785699987551197,82.96027559999493,[np.float64(0.16333333333333333)],[np.float64(-0.245)],[1],[0],[0],[2.8800846000085585],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
46,0,46,[np.float64(0.27666666666666667)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.554745900008129],['Target'],46,0,46,0,82.99112230000901,,5,82.97275270000682,82.99112230000901,82.99112230000901,0.01226330001372844,84.52760279999347,[np.float64(0.27666666666666667)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.554745900008129],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
47,0,47,[np.float64(-0.27666666666666667)],[np.float64(-0.41)],[1],[0],[0],[1.6091108999971766],['Target'],47,0,47,0,84.57399949998944,,10,84.55171259999042,84.57399949998944,84.57399949998944,0.023915199999464676,86.16093779998482,[np.float64(-0.27666666666666667)],[np.float64(-0.41)],[1],[0],[0],[1.6091108999971766],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
48,0,48,[np.float64(0.34833333333333333)],[np.float64(-0.07333333333333333)],[1],[0],[0],[1.101198199990904],['Target'],48,0,48,0,86.19011500000488,,5,86.17594250000548,86.19011500000488,86.19011500000488,0.014742999977897853,87.2772607000079,[np.float64(0.34833333333333333)],[np.float64(-0.07333333333333333)],[1],[0],[0],[1.101198199990904],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
49,0,49,[np.float64(0.07833333333333334)],[np.float64(-0.013333333333333334)],[1],[0],[0],[2.7609116999956314],['Target'],49,0,49,0,87.32430549999117,,10,87.29980099998647,87.32430549999117,87.32430549999117,0.02226699999300763,90.06082469999092,[np.float64(0.07833333333333334)],[np.float64(-0.013333333333333334)],[1],[0],[0],[2.7609116999956314],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
50,0,50,[np.float64(-0.14666666666666667)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.3886778999876697],['Target'],50,0,50,0,90.09139670000877,,5,90.07315089998883,90.09139670000877,90.09139670000877,0.012139500002376735,91.46200249998947,[np.float64(-0.14666666666666667)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.3886778999876697],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
51,0,51,[np.float64(-0.09166666666666666)],[np.float64(-0.3983333333333333)],[1],[0],[0],[2.4740540999919176],[None],51,0,51,0,91.50692469999194,,10,91.48620849999133,91.50692469999194,91.50692469999194,0.023997300013434142,93.96036279998953,[np.float64(-0.09166666666666666)],[np.float64(-0.3983333333333333)],[1],[0],[0],[2.4740540999919176],[None],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
52,0,52,[np.float64(0.11833333333333333)],[np.float64(0.44333333333333336)],[1],[0],[0],[1.5026051000168081],['Target'],52,0,52,0,93.99023950000992,,5,93.9742200000037,93.99023950000992,93.99023950000992,0.013653600006364286,95.47697079999489,[np.float64(0.11833333333333333)],[np.float64(0.44333333333333336)],[1],[0],[0],[1.5026051000168081],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
53,0,53,[np.float64(0.06833333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.2490669999970123],['Target'],53,0,53,0,95.50739949999843,,5,95.49317760000122,95.50739949999843,95.50739949999843,0.015975499991327524,96.74230559999705,[np.float64(0.06833333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.2490669999970123],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
54,0,54,[np.float64(-0.255)],[np.float64(-0.365)],[1],[0],[0],[1.531358000007458],[None],54,0,54,0,96.77317209998728,,10,96.76220329999342,96.77317209998728,96.77317209998728,0.019769500009715557,98.29365040000994,[np.float64(-0.255)],[np.float64(-0.365)],[1],[0],[0],[1.531358000007458],[None],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
55,0,55,[np.float64(-0.105)],[np.float64(0.44166666666666665)],[1],[0],[0],[1.5465780000085942],['Target'],55,0,55,0,98.32329599998775,,10,98.31363729998702,98.32329599998775,98.32329599998775,0.019785999989835545,99.86035649999394,[np.float64(-0.105)],[np.float64(0.44166666666666665)],[1],[0],[0],[1.5465780000085942],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
56,0,56,[np.float64(-0.23)],[np.float64(-0.235)],[1],[0],[0],[1.5760998000041582],['Target'],56,0,56,0,99.90735359999235,,10,99.88413029999356,99.90735359999235,99.90735359999235,0.023477000009734184,101.46032760001253,[np.float64(-0.23)],[np.float64(-0.235)],[1],[0],[0],[1.5760998000041582],['Target'],003,001,2025-09-18_11h04.08.054,Visual Search,,2025.1.1,59.89666626548843,2025-09-18 11h04.22.853110 +0530,
